experiment,ticker,strategy,pnl,wr,n,avg
I,SOXL,triple_regime_all,2044553,47.1,17,-0.2
D,CONL,surge_strong_btc2,2044311,42.1,19,5.39
H,IREN,vix_low_qqq_surge,2044142,60.0,10,20.46
F,IREN,bounce_btc1_rsi,2043221,57.7,26,7.87
D,PTIR,bb_mid_btc2,2042917,50.0,10,13.63
H,NVDL,triple_regime_strong,2042889,61.9,21,4.87
F,CONL,bounce_btc1_rsi,2042886,56.2,32,6.39
H,NVDL,vix_low_btc2,2042441,57.1,21,4.87
D,NVDL,btc_all_green,2042045,57.1,14,9.73
B,IREN,breakout10_rsi,2041898,66.7,24,8.52
H,AMDL,btc_qqq_coin_all,2041778,50.0,12,8.52
F,AMDL,ma10_pull_btc2,2041677,62.5,8,12.77
C,NVDL,variable_size_regime_var,2041481,53.1,32,2.99
E,AMDL,consec3_btc2_vol,2041192,50.0,6,11.35
D,NVDL,rsi_accel,2041014,30.0,20,1.56
D,PTIR,ma_align5_btc2,2040978,43.8,16,8.51
F,NVDL,gap_fill_up_btc2,2040558,53.8,13,7.86
I,TQQQ,vix_falling_btc2,2040547,70.0,20,0.89
B,PTIR,dual_mom_rsi,2040361,75.0,16,12.77
F,CONL,ma10_pull_vol,2040290,54.5,11,9.28
H,PTIR,soxl_ret5_pos,2040076,56.2,16,12.76
B,CONL,vol_surge_up,2039949,60.9,23,8.88
C,PTIR,btc_rsi_high_regime,2039779,80.0,20,10.21
B,IREN,breakout_macd_adx,2039272,70.0,10,20.41
E,CONL,btc_strong3d_bo10,2038956,62.5,8,11.67
F,AMDL,nr5_bo_btc1_rsi,2038583,66.7,6,17.01
F,IREN,gap_fill_up_btc2,2038311,45.0,20,5.1
F,CONL,gap_up_btc2,2038136,48.4,31,6.58
H,IREN,qqq_strong_consec,2038027,54.8,31,6.58
F,PTIR,gap_hh_hl_btc2,2037907,62.5,8,25.5
A,PTIR,mstr_pct_ma20,2037702,69.2,13,15.69
B,CONL,bb_mid_up,2037279,57.1,21,9.71
H,CONL,coin_ret5_btc2,2036561,44.0,25,8.15
C,NVDL,btc_ret5_pos_regime1,2036043,64.5,31,6.57
B,IREN,breakout20_bull,2036005,78.3,23,8.86
D,IREN,btc_ret3_8pct,2035982,70.0,10,11.16
H,CONL,triple_regime_strong,2035672,45.8,24,8.49
A,IREN,btc_mstr_combo,2035431,66.7,33,6.17
F,IREN,vcp_breakout_vol,2034950,50.0,6,16.97
H,PTIR,soxl_rsi60_qqq,2034923,47.1,17,3.99
D,IREN,max_momentum,2034904,66.7,6,23.7
D,NVDL,ultra_bull,2034832,100.0,7,15.76
C,CONL,triple_ma_bull,2034494,61.9,21,9.7
H,IREN,qqq_ret10_btc2,2034354,75.0,4,25.45
H,PTIR,btc2_qqq_bull_bo,2034284,80.0,10,20.36
F,PTIR,nr5_bo_btc1_rsi,2034213,75.0,4,25.45
F,IREN,near_52w_btc2,2034170,100.0,5,20.36
I,CONL,consec4_btc1,2034007,63.6,11,18.51
H,NVDL,qqq_ret10_btc2,2033963,75.0,8,8.48
F,PTIR,gap_up3_btc1,2033962,78.6,14,14.54
F,NVDL,gap_up3_btc1,2033757,50.0,18,3.77
F,CONL,ma10_pull_btc2,2032434,46.2,13,15.65
F,NVDL,gap_up3_btc1,2032406,50.0,18,5.65
A,CONL,btc_pct_ma20,2032363,59.0,39,5.22
B,CONL,bb_high_pct_vol,2032077,57.1,28,7.26
D,PTIR,bo5_btc2,2031737,80.0,10,20.34
F,AMDL,bounce_btc1_rsi,2031391,40.0,10,6.78
D,PTIR,dip_ma5_btc2,2031345,60.0,10,13.56
D,CONL,bb_mid_btc2,2031262,46.7,15,9.04
H,AMDL,btc2_qqq_strong,2031119,46.2,13,7.82
I,TSLL,consec4_btc1,2030362,60.0,10,10.16
D,PTIR,dip_rsi_btc2,2029191,80.0,5,20.31
B,PTIR,breakout10_rsi,2028193,83.3,12,16.92
I,BITX,hh_hl_rsi_btc,2028086,40.0,15,4.51
H,CONL,vix_falling_btc2,2028040,48.8,43,4.72
D,PTIR,rsi_accel,2027652,75.0,20,6.77
A,PTIR,btc_ret3,2027580,76.9,13,15.61
F,AMDL,gap_up3_btc1,2027176,46.7,15,4.51
E,NVDL,btc_strong3d_surge,2026434,66.7,6,8.49
E,IREN,btc_regime3_all,2026027,60.0,5,10.14
H,CONL,vix_fall_qqq_bull,2025667,50.0,54,3.75
C,NVDL,mon_tue_bull,2025476,76.9,26,7.8
B,PTIR,vol_surge_rsi,2025238,100.0,7,28.96
H,AMDL,btc2_qqq_strong,2024874,60.0,15,6.76
E,IREN,triple_confirm,2023896,50.0,6,11.26
A,IREN,mstr_rsi,2023849,54.8,31,6.54
B,PTIR,macd_positive_rsi,2023549,68.4,19,10.66
A,CONL,btc_pct_ma20,2023132,52.4,82,2.47
H,NVDL,soxl_bull_qqq,2023074,56.2,16,12.66
C,IREN,triple_ma_strong_btc,2021913,66.7,15,13.49
H,CONL,btc_qqq_coin_surge,2021610,63.6,11,9.2
H,AMDL,triple_regime_all,2021531,41.7,12,5.62
A,IREN,btc_ret3,2020812,52.5,40,5.06
F,NVDL,ma20_pull_btc2,2020730,55.6,9,7.49
F,IREN,break_52w_btc2,2020412,100.0,3,33.71
D,NVDL,ma_btc_ret7,2020070,46.7,15,6.74
H,PTIR,btc_qqq_coin_surge,2019879,80.0,5,20.22
C,NVDL,triple_ma_bull,2019244,77.8,18,11.23
F,AMDL,hh_hl_ma_btc2,2018839,56.2,16,4.21
F,CONL,hh_hl_ma_btc2,2018421,54.2,24,8.42
F,NVDL,gap_up3_vol_btc,2018268,50.0,10,6.73
F,PTIR,doji_escape_btc2,2018027,100.0,4,50.5
H,CONL,btc_qqq_coin_surge,2017366,44.4,9,22.44
H,NVDL,btc2_qqq_bull_bo,2017136,66.7,9,22.44
H,CONL,triple_surge,2017089,57.1,21,9.61
E,AMDL,bo5_vol_btc2_rsi,2016542,50.0,4,16.82
I,CONL,btc2_qqq_strong_vol,2016093,40.0,10,20.18
E,MSTU,btc_strong3d_surge,2016002,50.0,4,16.82
D,CONL,consec2_vol_btc,2015628,45.8,24,5.6
H,PTIR,triple_regime_all,2015558,63.6,11,18.34
B,IREN,adx_trend_up,2015225,61.5,13,15.52
E,CONL,btc_regime3_surge,2014540,40.0,10,6.72
H,AMDL,vix_mid_btc1_rsi,2014262,30.0,10,6.72
F,IREN,gap_hh_hl_btc2,2013724,77.8,18,11.2
D,CONL,rsi14_65_btc2,2013677,46.7,15,13.44
D,NVDL,bo10_macd_btc,2012967,58.8,17,7.9
F,NVDL,gap_up3_vol_btc,2011937,58.3,12,5.59
H,NVDL,qqq_strong_macd,2011818,57.1,14,14.38
A,NVDL,btc_ret3,2011434,64.7,34,5.92
H,PTIR,triple_surge,2011230,75.0,8,25.17
D,CONL,rsi_accel,2011221,54.2,24,8.39
F,NVDL,nr5_bo_btc1_rsi,2011079,50.0,6,16.78
F,NVDL,nr5_bo_btc1_rsi,2011079,50.0,6,16.78
H,NVDL,soxl_rsi60_qqq,2010763,59.3,27,3.73
I,SOXL,rsi7_80_btc2,2009870,75.0,12,16.77
A,NVDL,btc_ret3,2009667,54.3,35,5.75
H,AMDL,vix_falling_btc2,2009309,42.1,19,3.53
I,IREN,mstr5_btc2_qqq,2009194,63.2,19,10.59
F,CONL,gap_up_btc2,2009061,40.0,25,4.02
E,IREN,btc_strong3d_bo10,2009003,75.0,4,25.14
H,AMDL,qqq_strong_macd,2008944,40.0,20,3.35
F,NVDL,gap_up3_vol_btc,2008358,64.3,14,4.79
H,AMDL,qqq_strong_macd,2007956,55.6,18,5.58
E,PTIR,rsi_accel_btc2_vol,2007895,75.0,4,10.05
F,MSTU,vcp_squeeze_bo,2007801,50.0,6,16.75
F,MSTU,vcp_squeeze_bo,2007801,50.0,6,16.75
F,AMDL,ma10_pull_btc2,2007562,57.1,7,14.35
H,AMDL,qqq_strong_macd,2007513,42.9,14,7.18
A,IREN,mstr_pct_ma20,2007334,54.2,48,4.19
I,CONL,rsi7_80_btc2,2006630,38.5,13,15.45
F,NVDL,bounce_btc1_rsi,2006390,80.0,15,13.39
C,IREN,btc_ret5_pos_regime1,2006285,64.5,31,6.48
H,NVDL,btc_qqq_coin_surge,2005949,66.7,9,11.16
D,IREN,bo10_vol_btc,2005467,56.2,16,8.36
F,PTIR,gap_hh_hl_btc2,2005087,75.0,8,25.09
B,IREN,macd_hist_grow,2004754,55.2,29,6.92
E,NVDL,btc_strong3d_surge,2004551,57.1,7,9.56
F,CONL,hh_hl_btc2,2004521,53.6,28,7.17
D,CONL,ret5_surge_btc,2004495,45.5,22,9.12
H,NVDL,qqq_strong_macd,2004354,66.7,18,11.15
F,CONL,vcp_squeeze_bo,2004315,77.8,18,11.15
A,NVDL,btc_ret3,2004145,59.0,39,5.14
B,IREN,bb_high_pct_vol,2004008,58.3,24,8.36
F,NVDL,gap_up_btc2,2003753,58.3,24,4.18
F,AMDL,gap_up3_vol_btc,2003083,63.6,11,9.11
H,PTIR,qqq_strong_macd,2003008,72.7,22,9.11
I,IREN,btc3_strong_rsi_accel,2002799,66.7,6,16.71
C,AMDL,dual_btc_qqq,2002672,90.0,10,20.05
C,AMDL,dual_btc_qqq_pct,2002672,90.0,10,20.05
B,NVDL,mom20_rsi,2002597,65.0,20,10.02
F,AMDL,gap_up3_vol_btc,2002315,55.6,9,11.14
B,NVDL,bb_macd_vol,2002262,73.3,15,13.36
F,NVDL,nr5_bo_btc2,2001753,71.4,7,14.31
D,PTIR,rsi_accel,2001378,70.0,10,20.03
H,PTIR,coin_pct10_qqq,2001328,50.0,8,8.35
E,CONL,all_green_ultra,2000296,66.7,3,22.25
B,IREN,breakout20_bull,2000161,65.0,20,10.01
H,NVDL,btc2_qqq_strong,1999954,57.1,14,14.3
H,PTIR,soxl_bull_qqq,1999518,60.0,20,3.34
H,CONL,triple_surge,1999417,50.0,18,11.12
H,NVDL,soxl_rsi60_qqq,1999080,50.0,14,14.29
B,IREN,triple_ma_align,1998499,57.9,19,10.53
H,AMDL,coin_bull_btc2,1998342,53.8,13,7.69
A,PTIR,btc_pct_ma20,1998308,54.5,33,6.06
H,CONL,btc_qqq_coin_surge,1998263,60.0,10,20.0
I,TSLL,vix_falling_btc2,1998154,43.5,23,1.03
H,NVDL,coin_ret5_btc2,1998092,47.4,19,5.26
B,PTIR,bb_mid_up,1997994,75.0,16,12.5
H,AMDL,vix_low_btc2,1997936,57.1,14,4.76
F,IREN,ma10_pull_btc2,1997685,66.7,12,16.66
C,PTIR,btc_momentum_entry,1997516,73.3,15,13.33
E,NVDL,mstr_rsi65_ma_btc2,1997442,37.5,8,9.09
D,MSTU,rsi14_65_btc2,1996201,40.0,5,19.98
F,AMDL,inside_bar_rsi_vol,1995703,66.7,3,22.2
F,CONL,inside_bar_bo_btc2,1995189,66.7,6,11.1
E,NVDL,btc_regime3_all,1994736,66.7,3,18.33
H,NVDL,coin_ret5_btc2,1994510,56.2,16,12.48
E,MSTU,mstr5_bo10_btc2,1994467,33.3,6,-1.26
H,NVDL,btc1_qqq_bull_rsi,1993376,60.0,15,13.3
F,MSTU,hh_hl_rsi_btc,1993297,36.4,11,9.07
D,PTIR,ma_align5_btc2,1993212,69.2,13,15.35
E,CONL,btc_strong3d_bo10,1993203,42.9,7,16.09
H,MSTU,qqq_ret10_btc2,1993123,75.0,4,16.63
F,CONL,gap_up_btc2,1993082,45.5,33,6.05
C,NVDL,btc_rsi_high_regime,1992966,81.5,27,7.39
F,IREN,ma10_pull_vol,1992531,80.0,10,19.95
F,IREN,ma10_pull_vol,1992531,80.0,10,19.95
E,MSTU,rsi7_80_btc2,1992457,42.9,7,7.12
B,NVDL,bb_high_pct,1992250,64.7,17,11.73
A,NVDL,mstr_rsi,1991575,67.7,31,6.43
A,CONL,btc_rsi,1991385,44.9,69,2.89
B,PTIR,bb_high_pct_vol,1991157,83.3,12,16.61
E,CONL,btc_strong3d_surge,1990892,44.4,9,9.22
F,NVDL,gap_up3_vol_btc,1990793,54.5,11,9.06
F,PTIR,hh_hl_btc2,1990706,71.4,14,14.23
F,MSTU,bounce_btc1_rsi,1990025,33.3,9,7.38
F,MSTU,bounce_btc1_rsi,1990025,33.3,9,7.38
I,TSLL,triple_regime_strong,1990010,33.3,15,-5.0
H,PTIR,btc_qqq_coin_all,1989917,85.7,7,28.46
D,NVDL,bo20_btc_strong,1989842,44.4,9,12.58
C,CONL,btc_ret5_pos_regime1,1989267,48.3,29,6.87
A,NVDL,mstr_rsi,1989092,61.9,21,9.48
F,NVDL,gap_hh_hl_btc2,1989032,54.5,11,9.05
E,MSTU,mstr_rsi_ret3_btc2,1988642,33.3,6,11.06
E,NVDL,all_green_ultra,1988186,50.0,6,9.61
A,PTIR,btc_ret3,1987903,65.0,20,9.95
A,NVDL,btc_momentum3,1987646,50.0,38,5.24
A,IREN,btc_mstr_combo,1987541,62.9,35,5.68
H,IREN,btc_qqq_coin_surge,1987505,75.0,8,12.43
H,IREN,btc_qqq_coin_surge,1986894,80.0,10,9.94
A,NVDL,mstr_rsi,1986526,71.1,38,5.23
D,CONL,dip_ma5_btc2,1985766,44.4,9,11.04
H,AMDL,coin_rsi65_btc2,1985528,66.7,12,8.28
H,PTIR,vix_spike_recover,1985464,66.7,18,11.04
E,MSTU,btc_strong3d_bo10,1985157,50.0,4,9.94
F,PTIR,ma10_pull_btc2,1985038,75.0,8,24.84
H,NVDL,vix_mid_btc1_rsi,1984690,58.3,24,4.14
D,CONL,ma_align60_btc2,1984651,44.4,9,11.04
D,PTIR,pullback_btc2,1984646,66.7,9,13.95
A,NVDL,btc_rsi,1984547,75.8,33,6.02
F,CONL,engulf_btc2,1984341,66.7,3,22.07
F,CONL,vcp_breakout_vol,1984191,60.0,5,13.24
F,CONL,vcp_breakout_vol,1984191,60.0,5,13.24
C,PTIR,low_vol_breakout,1984156,66.7,15,13.24
A,NVDL,btc_pct_ma20,1984044,58.0,69,2.88
F,CONL,gap_up_btc2,1983256,44.4,36,5.51
A,CONL,btc_momentum3,1982953,47.2,72,2.76
F,CONL,vcp_squeeze_bo,1982920,66.7,18,11.03
D,PTIR,btc_ret3_8pct,1982659,100.0,4,49.62
H,NVDL,qqq_ret10_btc2,1982576,75.0,8,12.4
H,CONL,triple_regime_all,1982522,45.5,22,9.02
H,CONL,btc_qqq_coin_all,1982522,45.5,22,9.02
D,NVDL,bo10_vol_btc,1982511,87.5,8,12.4
H,NVDL,soxl_ret5_pos,1982381,66.7,30,6.61
D,IREN,pullback_btc2,1981752,58.8,17,5.83
C,CONL,mon_tue_bull,1981747,67.6,34,5.83
B,CONL,vol_surge_rsi,1981636,56.0,25,7.93
F,NVDL,gap_up_btc2,1981611,45.5,22,3.01
B,NVDL,triple_align_vol,1981418,83.3,12,16.53
F,CONL,nr5_bo_btc2,1981340,57.1,7,14.17
D,NVDL,consec3_btc2,1981329,60.0,15,6.41
F,PTIR,bounce_btc1_rsi,1981224,72.7,11,18.03
F,CONL,bounce_btc1_rsi,1981078,53.3,30,6.61
D,PTIR,ma_align60_btc2,1980874,61.5,13,7.63
F,PTIR,bounce_btc2,1980600,75.0,8,12.39
B,IREN,vol_surge_up,1980551,65.4,26,7.63
D,CONL,pullback_btc2,1980464,50.0,20,7.64
H,IREN,coin_pct10_qqq,1980238,57.1,28,3.54
F,IREN,ma10_pull_btc2,1979853,54.5,11,18.02
A,NVDL,mstr_rsi,1979809,70.4,27,7.34
F,IREN,vcp_breakout_btc2,1979689,54.5,11,9.01
F,PTIR,vcp_squeeze_bo,1979542,88.9,9,22.02
H,CONL,triple_surge,1979380,50.0,22,9.01
F,AMDL,inside_bar_bo_btc1,1979293,75.0,4,16.51
F,AMDL,nr5_bo_btc2,1979070,50.0,8,8.25
D,MSTU,rsi14_65_btc2,1978874,60.0,10,13.21
H,PTIR,triple_surge,1978780,70.0,10,19.81
H,PTIR,triple_regime_strong,1978730,69.2,13,15.24
A,IREN,btc_mstr_combo,1978356,56.5,46,4.31
B,CONL,vol_surge_up,1978207,51.9,27,7.33
E,MSTU,btc_strong3d_bo10,1978124,33.3,3,14.04
H,CONL,btc1_qqq_bull_rsi,1978034,45.0,20,9.9
E,AMDL,mstr_rsi_ret3_btc2,1977825,30.0,10,2.47
F,IREN,inside_bar_bo_btc2,1976724,75.0,4,16.49
H,PTIR,soxl_rsi60_qqq,1976381,45.5,11,8.99
H,CONL,btc1_qqq_bull_rsi,1976213,50.0,26,7.61
H,CONL,qqq_strong_consec,1976171,50.0,28,7.06
B,NVDL,triple_ma_align,1975701,69.2,13,15.21
F,PTIR,gap_up3_vol_btc,1975126,80.0,5,19.77
E,AMDL,max_conviction,1975034,50.0,4,16.48
B,CONL,mom20_rsi,1975000,50.0,34,5.81
F,IREN,nr5_bo_btc1_rsi,1974935,62.5,8,12.36
F,IREN,gap_up3_btc1,1974756,45.7,35,2.82
B,PTIR,vol_surge_up,1974657,90.9,11,17.97
B,PTIR,vol_surge_rsi,1974398,100.0,10,19.76
A,PTIR,mstr_rsi,1974106,76.9,13,15.2
F,MSTU,hh_hl_ma_btc2,1973784,33.3,12,5.49
D,PTIR,pullback_btc2,1973524,66.7,9,10.97
F,NVDL,ma20_pull_btc2,1972224,72.7,11,5.98
H,CONL,coin_ret5_btc2,1972050,48.4,31,6.37
F,NVDL,gap_up3_vol_btc,1972009,54.5,11,5.98
H,PTIR,btc2_qqq_bull_bo,1971914,66.7,9,21.93
I,TSLL,consec3_surge,1971822,58.3,12,16.45
D,PTIR,ma_align5_btc2,1971740,37.5,16,6.82
D,CONL,bo10_vol_btc,1971499,40.0,10,9.87
H,CONL,coin_pct10_qqq,1971447,47.6,21,4.7
E,MSTU,mstr_over5_ret3_btc,1971009,40.0,10,4.93
H,PTIR,qqq_ret10_btc2,1970784,75.0,4,24.66
A,IREN,mstr_rsi,1969772,51.7,29,6.8
F,AMDL,vcp_squeeze_bo,1969759,44.4,9,7.3
H,AMDL,coin_rsi65_btc2,1969527,42.9,7,14.08
F,CONL,inside_bar_rsi_vol,1969495,75.0,8,12.32
B,CONL,breakout_macd_adx,1969292,75.0,12,16.43
H,CONL,coin_rsi65_btc2,1969176,57.7,26,7.58
F,AMDL,gap_up3_btc1,1968813,42.9,21,3.13
C,PTIR,btc_regime2_rsi,1968685,71.4,21,9.38
F,NVDL,bounce_btc1_rsi,1968677,69.2,13,15.16
F,NVDL,bounce_btc1_rsi,1968611,80.0,10,19.71
A,CONL,btc_momentum3,1968609,46.0,63,3.13
B,PTIR,triple_align_vol,1968173,100.0,6,32.84
D,IREN,consec2_vol_btc,1968022,47.8,23,5.71
C,CONL,variable_size_regime,1966819,51.4,35,5.63
C,AMDL,dual_btc_qqq_pct,1966798,80.0,10,19.69
C,AMDL,dual_btc_qqq,1966798,80.0,10,19.69
E,AMDL,di_cross_surge_btc2,1966607,30.0,10,-1.35
F,IREN,nr5_bo_btc1_rsi,1966602,71.4,7,28.12
B,IREN,breakout20_bull,1966541,68.2,22,8.95
F,IREN,engulf_vol_btc,1965317,60.0,5,13.12
E,NVDL,consec3_surge,1964802,52.2,23,2.85
F,PTIR,ma10_pull_btc2,1963696,100.0,9,21.84
C,PTIR,btc_ret5_pos_regime1,1963617,72.2,18,10.92
D,AMDL,rsi14_65_btc2,1963067,40.0,10,1.58
F,AMDL,vcp_breakout_btc2,1962351,57.1,7,9.35
F,AMDL,vcp_breakout_btc1,1962351,57.1,7,9.35
F,CONL,inside_bar_bo_btc2,1961839,66.7,6,10.91
D,AMDL,rsi14_65_btc2,1961828,54.5,11,8.93
I,TSLL,mstr5_btc2_qqq,1961507,25.0,8,2.57
A,IREN,mstr_rsi,1961230,58.8,34,5.77
D,NVDL,btc_ret3_5pct,1961084,52.9,17,7.7
F,CONL,inside_bar_bo_btc2,1961040,71.4,7,9.35
H,PTIR,btc2_qqq_bull_bo,1960131,77.8,9,21.8
H,NVDL,triple_regime_strong,1960030,65.2,23,4.27
H,PTIR,coin_ret5_btc2,1959927,64.7,17,11.54
B,IREN,breakout20_bull,1959787,58.8,17,11.54
C,CONL,btc_ret20_strong,1959582,71.4,21,9.34
F,NVDL,nr5_bo_btc2,1958946,50.0,6,16.34
C,CONL,btc_ret20_strong,1958471,60.0,20,9.8
B,NVDL,bb_high_pct,1958159,73.9,23,8.52
F,PTIR,vcp_squeeze_bo,1957930,53.8,13,7.54
H,AMDL,vix_spike_recover,1957856,46.7,15,4.36
B,NVDL,macd_positive_rsi,1957329,68.8,16,12.25
H,NVDL,vix_fall_qqq_bull,1957144,66.7,24,8.16
F,IREN,gap_up3_vol_btc,1956729,68.0,25,7.83
H,AMDL,btc2_qqq_strong_vol,1956249,45.5,11,8.9
H,AMDL,triple_regime_all,1956167,46.7,15,4.35
D,NVDL,ma_btc_ret7,1955499,46.7,15,4.13
A,PTIR,btc_rsi,1955192,60.0,30,6.52
H,MSTU,qqq_strong_macd,1955180,40.0,10,9.79
D,NVDL,btc_ret3_5pct,1954819,73.3,15,6.57
E,CONL,mstr_rsi_ret3_btc2,1954772,33.3,12,9.11
I,CONL,di_cross_surge_btc2,1954721,43.8,16,12.23
D,IREN,btc_all_green,1954424,35.7,14,9.32
B,IREN,triple_align_vol,1953824,73.3,15,13.04
E,IREN,btc_regime3_bo10,1953604,33.3,3,8.36
E,IREN,btc_regime3_bo10,1953604,33.3,3,8.36
H,NVDL,triple_surge,1953451,77.8,9,21.73
D,CONL,pullback_btc2,1952855,45.5,22,8.89
E,NVDL,btc_regime3_all,1952826,66.7,3,22.38
D,NVDL,bo10_vol_btc,1951783,100.0,6,21.71
F,NVDL,gap_up3_btc1,1951483,47.6,21,4.65
H,NVDL,soxl_rsi60_qqq,1951249,59.5,37,2.64
F,PTIR,bounce_btc2,1950903,71.4,7,27.9
F,IREN,vcp_breakout_vol,1950782,66.7,6,10.85
C,PTIR,low_vol_bull,1950036,61.5,13,15.02
H,PTIR,btc_qqq_coin_all,1949358,71.4,7,27.88
H,CONL,qqq_strong_consec,1948875,51.4,35,5.57
B,IREN,breakout10_rsi,1948712,63.6,22,8.87
H,PTIR,vix_spike_recover,1947743,58.8,17,11.47
H,MSTU,qqq_strong_macd,1947579,40.0,10,9.75
F,PTIR,vcp_breakout_btc1,1947306,62.5,8,24.37
H,CONL,coin_pct10_qqq,1946715,43.8,16,12.18
F,CONL,bounce_btc1_rsi,1946702,61.8,34,5.73
B,PTIR,bb_squeeze_break,1946625,68.8,16,12.18
F,PTIR,bounce_btc2,1946554,75.0,8,24.36
D,AMDL,rsi_accel,1946548,41.7,12,3.32
H,NVDL,triple_regime_all,1946443,66.7,21,4.64
F,CONL,ma20_pull_btc2,1946359,50.0,10,9.74
B,PTIR,bb_macd_vol,1946319,84.6,13,14.99
E,IREN,btc_strong3d_bo10,1946271,50.0,4,24.35
D,CONL,btc_ret3_8pct,1946206,50.0,14,6.96
F,PTIR,nr5_bo_btc1_rsi,1946083,100.0,4,16.23
A,NVDL,btc_rsi,1946051,54.8,42,4.64
H,MSTU,vix_mid_btc1_rsi,1945982,50.0,16,4.06
H,CONL,btc2_qqq_bull_bo,1945820,52.9,17,5.73
F,IREN,hh_hl_ma_btc2,1945683,58.3,24,8.12
H,NVDL,btc2_qqq_bull_bo,1944785,75.0,12,16.22
H,NVDL,soxl_rsi60_qqq,1944592,60.0,20,9.73
C,CONL,low_vol_bull,1943909,57.1,14,13.9
I,CONL,triple_regime_all,1943555,36.8,19,-0.51
F,AMDL,vcp_squeeze_bo,1943518,55.6,9,10.81
H,NVDL,vix_spike_recover,1943292,70.8,24,8.11
F,PTIR,bounce_btc2,1941929,71.4,7,27.77
F,NVDL,ma20_pull_btc2,1941843,55.6,9,10.8
F,PTIR,gap_up3_vol_btc,1941762,60.0,5,12.96
H,PTIR,coin_ret5_btc2,1941723,64.7,17,11.43
H,IREN,vix_low_btc2,1941210,62.5,24,8.1
D,NVDL,bo5_btc2,1940970,52.9,17,7.62
H,CONL,vix_fall_qqq_bull,1940909,42.3,26,7.47
F,IREN,inside_bar_bo_btc2,1940563,75.0,4,16.19
F,AMDL,ma10_pull_btc2,1940558,50.0,8,12.14
H,CONL,vix_fall_qqq_bull,1940302,42.9,35,2.77
H,NVDL,soxl_rsi60_qqq,1940091,57.7,26,3.73
H,NVDL,btc_qqq_coin_surge,1939925,85.7,7,27.74
H,PTIR,soxl_ret5_pos,1939786,63.6,11,17.65
C,NVDL,btc_ret20_strong,1939766,77.8,9,21.57
D,NVDL,ma_align60_btc2,1939647,61.1,18,10.79
F,PTIR,doji_escape_btc_rsi,1939634,75.0,4,48.54
F,IREN,vcp_engulf_btc2,1939516,66.7,6,16.18
F,IREN,vcp_engulf_btc2,1939516,66.7,6,16.18
F,CONL,gap_fill_up_btc2,1939361,56.0,25,7.77
F,PTIR,vcp_breakout_btc1,1939296,70.0,10,19.41
H,IREN,qqq_strong_consec,1939009,51.7,29,6.69
F,IREN,gap_hh_hl_btc2,1938819,81.0,21,9.24
B,CONL,vol_surge_rsi,1938796,52.4,21,9.24
F,IREN,break_52w_btc2,1938667,66.7,3,21.56
D,CONL,bo20_btc_strong,1938233,50.0,10,9.7
B,NVDL,breakout20_bull,1937856,66.7,15,12.93
F,IREN,doji_escape_btc2,1937743,75.0,4,24.25
H,NVDL,coin_rsi65_btc2,1937415,62.5,8,24.24
D,NVDL,consec2_vol_btc,1937364,80.0,10,19.39
C,NVDL,variable_size_regime,1937107,75.8,33,5.88
D,NVDL,bo20_btc_strong,1936893,85.7,7,20.16
B,CONL,vol_surge_rsi,1936343,51.9,27,7.18
F,IREN,ma20_pull_btc2,1936106,69.2,13,14.91
D,PTIR,dip_ma5_btc2,1936007,70.0,10,9.69
F,NVDL,doji_escape_btc2,1935918,66.7,3,21.53
F,NVDL,doji_escape_btc2,1935918,66.7,3,21.53
H,IREN,vix_low_btc2,1934889,65.5,29,6.68
F,IREN,hh_hl_btc2,1934668,63.0,27,7.17
F,AMDL,gap_up_btc2,1934135,42.9,21,3.07
D,NVDL,bo10_btc1plus,1934052,52.6,19,10.19
D,CONL,btc_all_green,1933973,38.9,18,0.85
E,MSTU,max_conviction,1933129,33.3,6,10.75
H,CONL,vix_low_qqq_surge,1932860,77.8,9,21.5
D,AMDL,btc_ret3_5pct,1932516,61.5,13,7.44
F,AMDL,gap_hh_hl_btc2,1932439,54.5,11,5.86
F,IREN,doji_escape_btc_rsi,1932371,83.3,6,16.12
F,IREN,break_52w_btc2,1932354,75.0,4,16.12
F,AMDL,gap_hh_hl_btc2,1932011,42.9,14,4.6
D,CONL,rsi14_65_btc2,1931446,31.2,16,0.56
B,IREN,breakout10_rsi,1931265,65.2,23,8.41
H,AMDL,vix_low_qqq_surge,1931219,50.0,6,10.74
I,TQQQ,qqq_strong_macd,1930936,57.1,14,1.52
F,NVDL,gap_up3_btc1,1930690,50.0,18,5.37
H,CONL,coin_pct10_qqq,1930199,45.0,20,9.66
H,CONL,btc2_qqq_bull_bo,1930172,47.1,17,5.68
D,IREN,dip_rsi_btc2,1929878,42.9,14,9.2
B,IREN,breakout10_rsi,1929841,65.2,23,8.4
D,IREN,ma_btc_ret7,1929699,80.0,10,19.32
B,CONL,dual_mom_rsi,1929559,58.6,29,6.66
I,SOXL,ma_aligned_btc2_vol,1928968,87.5,8,12.07
D,AMDL,rsi_accel,1928946,42.9,14,5.04
F,NVDL,nr5_bo_btc1_rsi,1928875,50.0,6,10.73
C,CONL,not_friday_bull,1927912,48.3,29,6.65
H,AMDL,coin_rsi65_btc2,1927903,42.9,7,13.78
D,IREN,ma_btc_ret7,1927427,33.3,12,7.44
F,NVDL,bounce_btc1_rsi,1927053,76.9,13,14.84
D,IREN,rsi7_hot_btc2,1926825,72.0,25,7.72
