experiment,ticker,strategy,pnl,wr,n,avg
E,IREN,di_cross_surge_btc2,12998754,68.4,19,22.83
E,IREN,mstr_rsi_ret3_btc2,12992757,58.3,12,27.1
G,PORTFOLIO,rs_rotation,12990991,58.8,34,12.75
F,IREN,hh_hl_rsi_btc,12986512,66.7,18,24.07
E,IREN,bb_macd_adx_btc2,12986228,57.7,26,16.67
H,IREN,soxl_bull_qqq,12973681,69.2,26,16.65
E,CONL,max_conviction,12972999,50.0,10,18.31
E,CONL,consec4_btc1,12971398,63.6,11,23.61
I,IREN,rsi7_80_btc2,12970941,60.0,10,16.88
E,IREN,all_green_ultra,12954626,85.7,7,36.88
I,IREN,hh_hl_rsi_btc,12950805,50.0,14,16.45
I,IREN,qqq_strong_macd,12948959,52.2,23,8.73
G,PORTFOLIO,rs_rotation,12934839,59.6,52,8.3
F,IREN,vcp_squeeze_bo,12927398,78.6,14,30.81
E,IREN,di_cross_surge_btc2,12914386,63.6,11,39.17
E,PTIR,mstr_rsi_ret3_btc2,12883749,75.0,4,54.37
E,IREN,bb_macd_adx_btc2,12866486,71.4,21,20.44
I,IREN,mstr5_btc2_qqq,12863803,36.4,11,10.92
E,IREN,macd_adx_vol_btc2,12862779,83.3,6,53.65
E,IREN,mstr_over5_ret3_btc,12861224,53.8,13,20.03
H,IREN,soxl_bull_qqq,12855891,74.1,27,15.89
F,IREN,vcp_squeeze_bo,12855181,78.6,14,30.64
E,CONL,bo10_macd_btc2,12854666,50.0,14,18.38
E,PTIR,mstr_rsi_ret3_btc2,12849433,75.0,4,78.78
E,PTIR,mstr_rsi_ret3_btc2,12832685,75.0,4,69.64
E,IREN,bo10_macd_btc2,12832253,60.0,10,27.65
H,IREN,vix_mid_btc1_rsi,12816097,61.1,18,23.76
E,IREN,mstr_rsi_ret3_btc2,12807197,62.5,8,40.95
E,CONL,consec3_surge,12795668,48.0,25,10.25
E,IREN,mstr_rsi_ret3_btc2,12792534,53.8,13,17.23
E,PTIR,mstr_over5_ret3_btc,12781258,75.0,8,39.98
G,PORTFOLIO,rs_rotation,12779713,46.7,30,14.21
I,IREN,rsi_accel_btc2_vol,12767452,72.7,11,38.73
E,IREN,rsi_accel_btc2_vol,12767452,72.7,11,38.73
E,CONL,consec3_surge,12743252,33.3,12,13.34
E,IREN,consec3_btc2_vol,12724096,87.5,8,53.07
E,PTIR,bb_macd_adx_btc2,12721442,62.5,8,23.5
H,IREN,vix_low_btc2,12715278,78.6,14,30.3
G,PORTFOLIO,rs_rotation,12699827,52.8,106,4.0
E,CONL,di_cross_surge_btc2,12698590,37.5,16,12.33
G,PORTFOLIO,rs_rotation,12695114,47.8,69,9.21
E,PTIR,mstr_over5_ret3_btc,12688668,66.7,6,42.78
F,IREN,hh_hl_rsi_btc,12688433,68.2,22,19.24
H,IREN,soxl_ret5_pos,12673282,58.3,24,17.62
G,PORTFOLIO,sector_rotation,12665545,55.1,78,10.84
E,IREN,mstr_over5_ret3_btc,12665509,58.3,12,21.01
I,CONL,btc2_qqq_strong_vol,12656278,45.5,11,25.46
E,IREN,max_conviction,12641999,62.5,8,35.56
E,IREN,consec3_btc2_vol,12641142,72.7,11,28.76
I,IREN,btc2_qqq_strong_vol,12628778,61.5,13,15.9
E,NVDL,di_cross_surge_btc2,12620265,44.4,9,14.76
E,IREN,consec3_surge,12611682,56.5,23,18.3
E,PTIR,bb_macd_adx_btc2,12608663,72.7,11,22.95
E,CONL,max_conviction,12605625,30.0,10,13.79
H,IREN,soxl_rsi60_qqq,12605577,52.9,17,24.74
H,IREN,btc_qqq_coin_all,12598579,63.6,11,38.22
E,PTIR,di_cross_surge_btc2,12594985,57.1,7,32.3
E,NVDL,bo10_macd_btc2,12564846,71.4,7,21.12
F,CONL,gap_up3_vol_btc,12564647,68.4,19,22.07
E,IREN,bo10_macd_btc2,12556793,57.1,14,12.67
E,IREN,max_conviction,12550160,75.0,8,39.26
E,CONL,bo5_vol_btc2_rsi,12540913,62.5,8,31.38
E,CONL,consec4_btc1,12534914,70.0,10,31.37
H,IREN,soxl_bull_qqq,12528843,61.1,18,23.22
E,NVDL,mstr5_bo10_btc2,12523416,71.4,7,29.54
E,CONL,consec3_btc2_vol,12519988,60.0,10,25.07
H,IREN,triple_regime_all,12517930,63.6,11,37.97
I,IREN,di_cross_surge_btc2,12511027,68.4,19,21.97
E,NVDL,di_cross_surge_btc2,12497916,50.0,10,10.86
E,IREN,mstr_over5_ret3_btc,12495549,66.7,15,16.68
E,PTIR,bb_macd_adx_btc2,12470744,66.7,12,20.81
G,PORTFOLIO,rs_rotation,12467742,56.8,44,14.18
E,PTIR,mstr5_bo10_btc2,12466156,87.5,8,31.2
E,IREN,rsi7_80_btc2,12465680,63.6,11,37.81
H,IREN,coin_bull_btc2,12454254,70.6,17,24.44
E,CONL,consec3_btc2_vol,12452601,75.0,8,38.95
E,NVDL,bo10_macd_btc2,12452335,70.0,10,24.93
G,PORTFOLIO,rs_rotation,12443622,50.9,53,7.83
G,PORTFOLIO,rs_rotation,12439168,63.5,85,7.32
E,IREN,bb_macd_adx_btc2,12434098,63.2,19,21.84
G,PORTFOLIO,rs_rotation,12425706,63.2,38,10.91
E,PTIR,rsi7_80_btc2,12417032,66.7,9,21.87
I,IREN,triple_regime_all,12402489,71.4,14,29.56
F,CONL,hh_hl_ma_btc2,12401913,54.5,22,18.81
H,IREN,vix_fall_qqq_bull,12387874,72.7,33,12.53
H,IREN,btc1_qqq_bull_rsi,12381698,58.3,12,34.43
E,NVDL,rsi7_80_btc2,12378988,55.6,9,13.25
H,IREN,soxl_rsi60_qqq,12355133,57.1,21,19.63
E,IREN,mstr_over5_ret3_btc,12353855,53.8,13,21.44
E,IREN,bo10_macd_btc2,12338314,58.3,12,25.73
E,PTIR,di_cross_surge_btc2,12336670,70.0,10,24.7
F,IREN,hh_hl_rsi_btc,12334617,69.6,23,17.89
I,CONL,qqq_strong_macd,12327705,54.5,22,9.32
G,PORTFOLIO,rs_rotation,12317178,55.6,72,8.56
G,PORTFOLIO,rs_rotation,12316006,54.3,46,8.93
E,IREN,rsi_accel_btc2_vol,12315849,57.1,14,17.61
H,IREN,btc2_qqq_strong,12315490,68.8,16,25.68
E,PTIR,consec3_surge,12313201,50.0,8,17.81
E,IREN,bb_macd_adx_btc2,12306224,58.3,24,10.27
E,PTIR,max_conviction,12298795,66.7,3,69.5
H,IREN,soxl_ret5_pos,12294111,71.4,28,14.65
H,IREN,vix_mid_btc1_rsi,12286695,62.5,24,17.08
E,CONL,consec3_surge,12280279,47.4,19,12.94
G,PORTFOLIO,sector_rotation,12279251,57.5,127,6.45
G,PORTFOLIO,rs_rotation,12279023,64.1,78,7.88
E,IREN,max_conviction,12277508,77.8,9,27.31
I,CONL,vix_falling_btc2,12277217,31.2,16,9.95
H,IREN,vix_fall_qqq_bull,12267332,62.2,37,11.06
H,IREN,vix_mid_btc1_rsi,12254466,75.0,28,14.6
E,IREN,di_cross_surge_btc2,12252008,64.7,17,24.05
H,IREN,qqq_strong_consec,12251178,53.8,13,31.44
H,IREN,vix_low_qqq_surge,12243757,62.5,8,51.07
E,NVDL,mstr5_bo10_btc2,12238798,71.4,7,28.93
E,IREN,max_conviction,12228124,55.6,9,21.79
E,IREN,mstr_over5_ret3_btc,12220293,64.7,17,14.39
H,IREN,btc2_qqq_strong,12206985,63.6,11,37.03
I,IREN,ma_aligned_btc2_vol,12204101,75.0,8,27.08
I,CONL,rsi_accel_btc2_vol,12203725,37.5,8,23.42
E,NVDL,btc_strong3d_surge,12173531,80.0,5,58.87
H,IREN,coin_ret5_btc2,12173431,70.0,20,20.31
E,PTIR,mstr_rsi_ret3_btc2,12166409,83.3,6,47.38
E,IREN,mstr_rsi_ret3_btc2,12163061,58.3,12,20.29
E,CONL,mstr_over5_ret3_btc,12152246,40.0,15,4.4
E,CONL,mstr5_bo10_btc2,12142388,50.0,14,17.36
G,PORTFOLIO,rs_rotation,12138912,57.6,85,7.15
E,IREN,rsi7_80_btc2,12134914,75.0,8,50.61
I,IREN,hh_hl_rsi_btc,12133078,62.5,24,16.87
E,CONL,consec4_btc1,12130149,72.7,11,36.79
E,IREN,rsi_accel_btc2_vol,12130035,72.7,11,27.6
H,IREN,soxl_ret5_pos,12118935,60.0,20,20.22
I,CONL,btc2_qqq_strong_vol,12109290,55.6,18,22.45
F,IREN,hh_hl_rsi_btc,12095697,72.0,25,16.14
G,PORTFOLIO,rs_rotation,12093667,63.1,65,9.31
E,PTIR,mstr_over5_ret3_btc,12090065,87.5,8,30.26
E,CONL,consec3_btc2_vol,12074684,57.1,7,54.24
E,NVDL,rsi7_80_btc2,12069628,54.5,11,13.12
E,IREN,max_conviction,12058392,40.0,10,20.54
E,CONL,btc_strong3d_surge,12056089,66.7,9,26.82
I,IREN,hh_hl_rsi_btc,12035406,61.9,21,10.04
E,PTIR,mstr_rsi_ret3_btc2,12021810,83.3,6,40.11
G,PORTFOLIO,rs_rotation,11999633,45.3,53,7.55
H,IREN,soxl_ret5_pos,11996804,60.0,25,16.01
E,CONL,bb_macd_adx_btc2,11994203,56.2,16,25.01
H,IREN,vix_falling_btc2,11990863,43.8,16,25.01
E,PTIR,btc_strong3d_surge,11925568,100.0,4,59.69
E,NVDL,bo10_macd_btc2,11923694,66.7,9,27.64
H,IREN,soxl_bull_qqq,11887346,57.1,21,18.89
H,IREN,btc1_qqq_bull_rsi,11879364,62.5,24,16.52
H,IREN,soxl_ret5_pos,11878076,69.2,26,15.24
F,CONL,gap_up3_vol_btc,11876198,75.0,28,14.15
H,IREN,vix_fall_qqq_bull,11874788,43.8,16,24.76
E,PTIR,di_cross_surge_btc2,11867981,70.0,10,29.7
E,IREN,consec4_btc1,11866157,73.3,15,15.84
H,IREN,btc1_qqq_bull_rsi,11859746,59.1,22,17.99
G,PORTFOLIO,rs_rotation,11853959,58.4,77,7.71
H,CONL,soxl_ret5_pos,11853872,53.3,15,26.37
G,PORTFOLIO,rs_rotation,11850250,55.6,54,7.32
E,IREN,rsi7_80_btc2,11849250,60.0,10,16.56
H,IREN,triple_surge,11847173,80.0,10,39.53
F,IREN,gap_hh_hl_btc2,11845728,69.2,13,30.4
E,IREN,rsi7_80_btc2,11841541,71.4,14,21.17
I,IREN,consec4_btc1,11811732,70.0,10,39.41
E,IREN,consec4_btc1,11811732,70.0,10,39.41
H,IREN,btc1_qqq_bull_rsi,11809874,71.4,28,14.07
H,IREN,vix_mid_btc1_rsi,11807191,58.3,12,32.83
F,IREN,gap_up_btc2,11799688,65.2,23,17.12
H,IREN,vix_mid_btc1_rsi,11794947,59.1,22,17.89
E,NVDL,mstr_over5_ret3_btc,11794334,58.3,12,14.42
I,IREN,bb_macd_adx_btc2,11780042,71.4,14,28.08
E,NVDL,di_cross_surge_btc2,11777053,46.7,15,14.4
E,CONL,bb_macd_adx_btc2,11775914,54.5,22,10.72
E,PTIR,di_cross_surge_btc2,11766285,71.4,7,28.5
E,PTIR,bo10_macd_btc2,11765263,71.4,7,30.17
G,PORTFOLIO,rs_rotation,11763525,57.6,59,9.98
G,PORTFOLIO,rs_rotation,11758676,53.8,78,7.55
H,IREN,btc_qqq_coin_all,11756484,68.8,16,24.52
E,NVDL,bo10_macd_btc2,11756295,71.4,7,20.66
H,IREN,triple_regime_strong,11754485,47.4,19,20.64
H,IREN,btc2_qqq_bull_bo,11736279,70.0,10,39.16
I,BITX,qqq_strong_macd,11733642,33.3,12,5.99
H,CONL,coin_ret5_btc2,11731365,55.6,18,21.75
F,IREN,hh_hl_rsi_btc,11722491,74.1,27,14.49
E,NVDL,mstr5_bo10_btc2,11720167,75.0,8,20.77
H,IREN,coin_bull_btc2,11710227,61.5,13,30.06
H,PTIR,coin_bull_btc2,11697974,83.3,6,65.05
H,CONL,vix_mid_btc1_rsi,11696565,63.2,19,20.54
F,IREN,vcp_squeeze_bo,11686245,73.3,15,26.0
E,PTIR,di_cross_surge_btc2,11675982,66.7,9,32.47
H,IREN,triple_regime_all,11675164,76.9,13,29.97
H,IREN,vix_fall_qqq_bull,11668644,61.5,26,14.97
H,IREN,soxl_bull_qqq,11667268,72.7,33,11.8
H,IREN,soxl_ret5_pos,11662970,74.2,31,12.55
H,IREN,btc1_qqq_bull_rsi,11660270,63.2,19,20.48
E,IREN,bo10_macd_btc2,11647457,53.3,15,15.55
G,PORTFOLIO,rs_rotation,11643042,56.1,57,6.82
E,NVDL,consec3_surge,11636039,53.8,26,6.25
E,CONL,rsi7_80_btc2,11635012,57.1,14,16.64
E,IREN,mstr5_bo10_btc2,11628518,66.7,9,32.33
E,IREN,max_conviction,11619087,85.7,7,55.38
F,IREN,bounce_btc1_rsi,11599873,77.3,22,17.59
H,CONL,btc2_qqq_strong,11596851,57.9,19,20.37
I,IREN,bb_macd_adx_btc2,11589777,65.0,20,19.34
I,BITX,vix_falling_btc2,11566344,33.3,12,5.69
I,IREN,consec3_surge,11557235,66.7,24,16.07
E,IREN,consec3_surge,11557235,66.7,24,16.07
E,PTIR,rsi7_80_btc2,11556740,75.0,8,31.54
H,IREN,btc1_qqq_bull_rsi,11550063,75.0,28,13.76
H,CONL,vix_mid_btc1_rsi,11545288,62.5,16,24.08
F,IREN,ma10_pull_vol,11536673,87.5,8,48.12
H,CONL,coin_bull_btc2,11523099,50.0,18,21.36
G,PORTFOLIO,rs_rotation,11507569,58.3,48,12.0
I,IREN,vix_falling_btc2,11505547,57.7,26,14.77
I,CONL,hh_hl_rsi_btc,11481872,44.4,18,10.36
E,CONL,bb_macd_adx_btc2,11478095,55.6,18,21.28
E,NVDL,mstr_over5_ret3_btc,11476694,55.6,9,18.94
I,IREN,triple_regime_strong,11471702,56.2,16,23.92
G,PORTFOLIO,rs_rotation,11454243,48.4,31,12.33
F,IREN,vcp_squeeze_bo,11444234,76.9,13,44.06
E,IREN,di_cross_surge_btc2,11440635,54.2,24,15.91
E,CONL,rsi7_80_btc2,11430372,23.1,13,4.49
G,PORTFOLIO,rs_rotation,11408746,63.5,52,10.98
E,IREN,di_cross_surge_btc2,11396887,61.5,13,29.25
G,PORTFOLIO,rs_rotation,11396559,60.0,75,15.21
E,IREN,di_cross_surge_btc2,11394135,73.3,15,19.01
G,PORTFOLIO,rs_rotation,11391598,56.2,64,8.91
E,CONL,bo5_vol_btc2_rsi,11390221,50.0,8,37.54
F,CONL,hh_hl_ma_btc2,11388232,52.9,17,22.35
F,CONL,gap_up3_vol_btc,11384355,72.0,25,15.19
H,IREN,vix_fall_qqq_bull,11378633,61.5,26,14.6
E,NVDL,bb_macd_adx_btc2,11374724,43.8,16,12.21
F,IREN,hh_hl_btc2,11365394,60.0,15,25.28
I,IREN,triple_regime_all,11361209,63.2,19,19.95
G,PORTFOLIO,rs_rotation,11351201,59.4,32,17.75
I,CONL,consec3_surge,11343497,64.3,14,27.04
E,CONL,consec3_surge,11343497,64.3,14,27.04
H,CONL,btc2_qqq_strong,11334280,53.3,15,25.21
E,NVDL,max_conviction,11329847,83.3,6,31.08
F,IREN,bounce_btc1_rsi,11323191,68.2,22,17.17
H,IREN,triple_regime_all,11314217,61.1,18,20.97
F,IREN,gap_up_btc2,11306568,58.8,17,22.19
F,IREN,hh_hl_rsi_btc,11304348,73.1,26,14.51
E,PTIR,rsi7_80_btc2,11295079,66.7,9,23.34
H,IREN,vix_falling_btc2,11290791,60.7,28,13.45
F,IREN,hh_hl_rsi_btc,11274708,78.8,33,11.4
I,IREN,mstr5_btc2_qqq,11266513,46.7,15,8.13
E,IREN,mstr_rsi_ret3_btc2,11265981,64.3,14,16.11
E,PTIR,max_conviction,11259844,66.7,3,63.63
I,SOXL,rsi7_80_btc2,11259439,70.0,10,12.26
F,IREN,gap_up3_btc1,11257655,58.8,17,22.1
F,IREN,vcp_squeeze_bo,11254301,81.2,16,23.47
E,IREN,bo5_vol_btc2_rsi,11235395,62.5,8,35.15
E,IREN,rsi7_80_btc2,11230716,70.0,10,28.1
G,PORTFOLIO,rs_rotation,11225564,59.5,74,7.59
H,IREN,vix_falling_btc2,11222044,67.7,31,12.08
F,IREN,hh_hl_ma_btc2,11219596,60.0,15,24.96
E,IREN,bo5_vol_btc2_rsi,11202253,60.0,10,22.43
H,IREN,vix_falling_btc2,11199711,64.3,28,13.35
H,IREN,coin_bull_btc2,11195070,81.8,22,16.98
H,IREN,vix_spike_recover,11194552,55.0,20,18.68
I,BITX,bb_macd_adx_btc2,11193725,33.3,12,6.32
E,IREN,macd_adx_vol_btc2,11191845,83.3,6,37.25
G,PORTFOLIO,conviction_sizing,11190925,49.8,243,3.2
E,PTIR,bb_macd_adx_btc2,11187134,55.6,9,19.02
E,PTIR,bo10_macd_btc2,11184185,71.4,7,29.38
E,PTIR,mstr_over5_ret3_btc,11181029,75.0,8,46.63
E,IREN,consec3_surge,11178223,54.2,24,15.54
H,IREN,vix_low_btc2,11176009,72.2,18,20.72
F,IREN,gap_fill_up_btc2,11175569,73.3,15,24.86
H,IREN,btc1_qqq_bull_rsi,11172164,66.7,15,37.28
E,IREN,mstr_over5_ret3_btc,11171350,53.3,15,24.85
E,IREN,consec3_btc2_vol,11162091,81.8,11,33.86
E,PTIR,max_conviction,11160721,66.7,3,65.75
E,PTIR,mstr_over5_ret3_btc,11151632,71.4,7,53.16
E,CONL,di_cross_surge_btc2,11145724,47.1,17,13.13
F,IREN,hh_hl_rsi_btc,11145602,77.8,27,13.77
F,IREN,hh_hl_btc2,11145011,70.6,17,21.87
E,PTIR,rsi7_80_btc2,11143735,60.0,5,41.28
E,NVDL,rsi7_80_btc2,11124114,50.0,10,8.32
E,IREN,bo10_macd_btc2,11118686,53.8,13,15.32
E,PTIR,btc_strong3d_surge,11113267,100.0,4,65.51
H,IREN,vix_fall_qqq_bull,11111515,67.7,31,11.96
D,IREN,ret3_strong_btc,11105921,68.8,16,20.27
H,IREN,triple_regime_all,11099810,73.7,19,19.49
E,PTIR,mstr_over5_ret3_btc,11096498,66.7,6,26.59
I,CONL,hh_hl_rsi_btc,11095006,50.0,18,20.57
E,IREN,bo5_vol_btc2_rsi,11093983,50.0,8,26.22
I,TSLL,qqq_strong_macd,11085140,36.4,11,17.64
H,IREN,soxl_bull_qqq,11075319,64.0,25,14.78
F,IREN,bounce_btc1_rsi,11074142,75.0,24,15.4
E,CONL,mstr_over5_ret3_btc,11072292,28.6,14,4.21
E,PTIR,mstr_rsi_ret3_btc2,11069870,83.3,6,46.17
H,PTIR,vix_falling_btc2,11067181,63.6,11,33.57
H,IREN,vix_low_btc2,11064710,60.0,20,18.46
E,IREN,consec4_btc1,11062588,61.5,13,17.04
E,IREN,consec3_btc2_vol,11056656,77.8,9,40.99
E,PTIR,consec3_surge,11056550,54.5,11,25.15
G,PORTFOLIO,rs_rotation,11054706,63.5,74,7.48
H,IREN,vix_fall_qqq_bull,11051382,63.0,27,13.66
H,IREN,btc_qqq_coin_all,11049585,81.0,21,17.56
G,PORTFOLIO,rs_rotation,11046006,59.7,62,8.92
E,NVDL,max_conviction,11045229,83.3,6,30.38
E,NVDL,rsi7_80_btc2,11037214,54.5,11,8.31
F,CONL,gap_up3_vol_btc,11032091,64.3,14,26.29
E,IREN,macd_adx_vol_btc2,11027719,83.3,6,36.8
H,IREN,vix_low_btc2,11023860,68.4,19,19.36
E,NVDL,di_cross_surge_btc2,11019702,60.0,10,9.12
E,NVDL,mstr5_bo10_btc2,11018099,71.4,7,21.13
H,IREN,qqq_strong_macd,11012631,50.0,14,26.25
I,TSLL,consec3_surge,10998829,46.2,13,7.35
H,IREN,vix_mid_btc1_rsi,10998409,72.0,25,14.68
E,PTIR,bo10_macd_btc2,10978973,71.4,7,35.13
H,IREN,triple_regime_all,10974983,68.2,22,16.65
H,IREN,soxl_ret5_pos,10967066,64.0,25,14.64
G,PORTFOLIO,rs_rotation,10957537,41.7,72,5.08
E,IREN,all_green_ultra,10944937,85.7,7,39.13
E,NVDL,bb_macd_adx_btc2,10943475,50.0,12,6.03
E,PTIR,max_conviction,10942324,66.7,3,44.43
G,PORTFOLIO,rs_rotation,10940864,59.1,66,8.3
E,PTIR,mstr5_bo10_btc2,10938569,60.0,5,48.35
H,CONL,qqq_strong_consec,10929644,55.6,18,20.26
I,IREN,rsi_accel_btc2_vol,10878191,72.7,11,24.29
H,IREN,coin_bull_btc2,10875084,72.2,18,20.16
E,IREN,consec3_surge,10873347,48.3,29,12.51
F,CONL,gap_up3_vol_btc,10870165,61.1,18,20.15
G,PORTFOLIO,rs_rotation,10868910,55.9,68,5.33
I,IREN,di_cross_surge_btc2,10856194,60.0,15,13.14
E,IREN,all_green_ultra,10830688,85.7,7,46.55
F,CONL,gap_up3_vol_btc,10828100,68.0,25,14.45
E,PTIR,mstr_rsi_ret3_btc2,10825250,75.0,4,56.53
E,NVDL,consec3_surge,10808141,55.6,27,5.59
E,IREN,bo10_macd_btc2,10804831,63.6,11,32.77
F,IREN,hh_hl_ma_btc2,10802844,70.6,17,21.2
E,IREN,bb_macd_adx_btc2,10800683,64.3,14,25.74
E,IREN,bo10_macd_btc2,10800004,61.5,13,16.63
E,IREN,consec3_btc2_vol,10785048,72.7,11,32.71
E,IREN,mstr_rsi_ret3_btc2,10784743,50.0,10,24.52
E,PTIR,max_conviction,10782724,100.0,3,74.23
F,CONL,gap_up3_vol_btc,10782716,63.2,19,18.94
H,CONL,btc2_qqq_strong,10782553,55.0,20,17.99
I,SOXL,di_cross_surge_btc2,10779175,53.3,15,5.36
H,CONL,qqq_strong_macd,10777390,61.5,39,9.22
F,CONL,hh_hl_btc2,10769545,48.0,25,14.37
E,IREN,di_cross_surge_btc2,10766226,50.0,22,12.83
H,IREN,coin_pct10_qqq,10765971,63.6,11,32.66
I,BITX,btc3_strong_rsi_accel,10761190,71.4,7,18.98
G,PORTFOLIO,rs_rotation,10751640,48.9,47,11.45
H,IREN,vix_fall_qqq_bull,10746009,50.0,22,16.3
H,IREN,triple_regime_all,10744308,60.0,20,17.93
H,IREN,triple_surge,10727584,77.8,9,59.66
H,IREN,coin_bull_btc2,10724133,61.5,13,27.53
E,CONL,consec3_surge,10719577,42.1,19,10.57
H,IREN,vix_spike_recover,10717972,60.7,28,12.77
E,IREN,mstr_over5_ret3_btc,10709541,45.5,11,21.9
H,IREN,qqq_strong_macd,10699239,55.6,18,19.83
E,IREN,mstr5_bo10_btc2,10698610,80.0,10,26.77
H,IREN,vix_low_btc2,10696111,61.1,18,19.83
H,IREN,btc2_qqq_strong_vol,10691083,63.2,19,18.78
E,PTIR,mstr_rsi_ret3_btc2,10684427,83.3,6,59.42
H,IREN,qqq_ret10_btc2,10673206,100.0,4,89.03
H,IREN,vix_low_btc2,10666161,71.4,14,38.13
I,IREN,triple_regime_strong,10658865,50.0,16,10.15
E,NVDL,di_cross_surge_btc2,10651930,50.0,10,9.52
E,NVDL,rsi7_80_btc2,10648469,45.5,11,16.61
I,IREN,di_cross_surge_btc2,10647357,68.4,19,17.25
H,IREN,btc2_qqq_strong,10637486,61.5,13,27.3
E,PTIR,rsi7_80_btc2,10635802,70.0,10,21.29
E,PTIR,rsi7_80_btc2,10632536,42.9,7,15.64
I,SOXL,bb_macd_adx_btc2,10630543,61.5,13,6.59
F,IREN,gap_fill_up_btc2,10626038,76.5,17,20.86
E,PTIR,mstr_rsi_ret3_btc2,10624318,83.3,6,51.89
G,PORTFOLIO,rs_rotation,10612470,65.9,44,8.05
E,CONL,bo5_vol_btc2_rsi,10608881,60.0,10,21.24
E,IREN,consec3_btc2_vol,10607997,60.0,10,18.28
I,SOXL,triple_regime_all,10607679,69.2,13,6.61
I,IREN,btc2_qqq_strong_vol,10597311,61.5,13,27.2
H,IREN,btc2_qqq_strong_vol,10595018,70.0,10,35.35
G,PORTFOLIO,rs_rotation,10591764,48.6,35,15.15
E,CONL,bo5_vol_btc2_rsi,10589246,62.5,8,29.92
E,IREN,consec3_surge,10581387,44.0,25,6.27
E,PTIR,bo10_macd_btc2,10576518,77.8,9,23.53
I,CONL,bb_macd_adx_btc2,10575568,33.3,12,15.59
H,IREN,btc2_qqq_strong,10564136,58.3,12,29.37
E,CONL,consec4_btc1,10542448,66.7,12,17.59
H,PTIR,coin_rsi65_btc2,10530056,100.0,4,87.84
E,PTIR,mstr_over5_ret3_btc,10528267,80.0,5,70.26
I,IREN,triple_regime_strong,10524647,52.4,21,10.05
I,IREN,triple_regime_strong,10513884,54.5,22,15.95
E,PTIR,consec4_btc1,10503952,40.0,5,19.44
H,IREN,triple_regime_all,10502517,77.3,22,15.93
E,CONL,bb_macd_adx_btc2,10501777,52.6,19,18.44
H,IREN,vix_falling_btc2,10494167,60.7,28,12.51
H,IREN,qqq_strong_macd,10490549,56.0,25,14.0
I,IREN,qqq_strong_macd,10490549,56.0,25,14.0
H,IREN,btc2_qqq_strong_vol,10486395,61.5,13,26.92
F,IREN,bounce_btc2,10483802,68.4,19,18.41
H,CONL,triple_surge,10483030,64.3,14,24.98
E,CONL,bo5_vol_btc2_rsi,10482332,62.5,8,32.79
I,IREN,di_cross_surge_btc2,10478595,61.5,13,26.9
H,IREN,vix_fall_qqq_bull,10472218,62.2,37,9.44
H,IREN,btc2_qqq_strong,10470265,61.1,18,19.41
H,CONL,btc2_qqq_strong_vol,10469005,61.1,18,19.41
E,CONL,mstr5_bo10_btc2,10450649,46.2,13,14.28
E,IREN,consec3_surge,10443371,50.0,22,15.84
E,NVDL,mstr5_bo10_btc2,10440455,71.4,7,33.43
E,IREN,consec4_btc1,10435992,60.0,10,34.82
F,IREN,hh_hl_btc2,10434275,64.7,17,20.48
I,SOXL,consec3_surge,10422979,56.2,16,4.71
F,IREN,gap_up3_btc1,10419468,59.3,27,12.88
G,PORTFOLIO,rs_rotation,10419400,55.9,102,5.11
F,CONL,bounce_btc2,10418178,52.6,19,18.3
H,IREN,qqq_strong_macd,10412882,61.5,26,13.36
H,IREN,soxl_bull_qqq,10410123,58.3,12,28.95
H,IREN,vix_mid_btc1_rsi,10402631,70.0,30,11.57
I,IREN,consec4_btc1,10393187,70.0,10,23.43
I,IREN,bo10_btc2_qqq,10389441,63.6,11,19.14
H,IREN,vix_falling_btc2,10388818,57.7,26,13.33
E,CONL,bo10_macd_btc2,10384035,50.0,14,18.56
H,IREN,coin_pct10_qqq,10381834,71.4,14,24.74
H,PTIR,coin_ret5_btc2,10378313,62.5,8,43.29
E,CONL,consec4_btc1,10377118,63.6,11,23.61
H,IREN,vix_fall_qqq_bull,10375555,56.5,23,15.05
H,CONL,btc2_qqq_strong_vol,10370697,60.0,15,23.07
F,IREN,hh_hl_ma_btc2,10369940,68.4,19,18.21
H,IREN,triple_surge,10363447,69.2,13,26.6
H,PTIR,vix_falling_btc2,10359010,62.5,8,43.21
E,IREN,rsi_accel_btc2_vol,10357465,54.5,11,15.6
E,PTIR,btc_strong3d_surge,10357020,100.0,4,64.8
H,IREN,soxl_bull_qqq,10355375,62.5,16,32.39
E,CONL,di_cross_surge_btc2,10348444,53.3,15,23.02
E,PTIR,mstr5_bo10_btc2,10342749,66.7,6,27.29
E,CONL,btc_strong3d_bo10,10336834,62.5,8,25.87
H,CONL,qqq_strong_macd,10333341,63.6,44,7.84
H,IREN,qqq_strong_macd,10306289,60.0,20,17.19
I,IREN,qqq_strong_macd,10306289,60.0,20,17.19
E,PTIR,rsi7_80_btc2,10300297,85.7,7,27.48
I,IREN,mstr5_btc2_qqq,10299899,57.1,14,24.55
F,IREN,hh_hl_btc2,10299430,68.4,19,18.09
I,CONL,consec3_surge,10297411,33.3,12,14.78
E,CONL,mstr5_bo10_btc2,10297402,50.0,14,18.41
E,CONL,bo10_macd_btc2,10283733,50.0,14,18.38
H,CONL,vix_mid_btc1_rsi,10282116,56.2,16,21.44
I,IREN,consec3_surge,10281890,80.0,15,34.31
