ticker,strategy,target,stop,hold,unit_mul,max_pyr,trail,btc_exit,n,pnl,wr,avg,avg_layers
AMDL,bb_macd_adx_btc2,40,-20,30,3.0,1,-10.0,False,17,1355312,41.2,2.66,1.0
IREN,mstr_over5_ret3_btc,30,-15,20,5.0,1,,False,21,1352177,33.3,1.29,1.0
IREN,btc_regime3_bo10,60,-25,60,3.0,1,-12.0,False,3,1351039,33.3,15.03,1.0
MSTU,rsi_accel_btc2_vol,80,-25,120,2.0,5,,True,5,1349263,20.0,-0.18,2.0
AMDL,mstr5_bo10_btc2,50,-25,45,5.0,1,,False,8,1348181,37.5,3.37,1.0
CONL,consec3_btc2_vol,80,-30,90,3.0,1,-15.0,False,10,1346909,40.0,4.49,1.0
IREN,rsi_accel_btc3,40,-20,30,3.0,1,,False,4,1343504,50.0,11.21,1.0
CONL,mstr_rsi_ret3_btc2,50,-20,45,3.0,3,,False,13,1342463,38.5,3.75,1.38
CONL,max_conviction,40,-20,30,3.0,1,-10.0,False,15,1322447,33.3,2.94,1.0
MSTU,btc_strong3d_bo10,50,-20,45,3.0,1,,False,3,1321870,66.7,14.7,1.0
AMDL,consec3_surge,50,-20,45,3.0,3,,False,13,1307950,38.5,-1.92,1.85
MSTU,mstr_over5_ret3_btc,60,-25,60,3.0,1,,False,10,1306370,40.0,4.36,1.0
IREN,btc_regime3_bo10,80,-25,120,2.0,5,,True,3,1302403,33.3,8.36,1.67
IREN,btc_regime3_bo10,80,-25,90,2.0,5,,False,3,1302403,33.3,8.36,1.67
IREN,btc_regime3_bo10,60,-25,60,2.0,5,,False,3,1302403,33.3,8.36,1.67
IREN,btc_regime3_surge,30,-15,20,5.0,1,,False,5,1300558,40.0,5.21,1.0
MSTU,triple_confirm,60,-25,60,4.0,1,,False,3,1296198,33.3,10.81,1.0
MSTU,mstr_over5_ret3_btc,80,-25,90,2.0,5,,False,6,1282862,33.3,4.0,1.83
MSTU,bo5_vol_btc2_rsi,80,-25,120,3.0,1,,True,3,1282303,33.3,14.26,1.0
MSTU,bo5_vol_btc2_rsi,60,-25,90,3.0,1,,True,3,1282303,33.3,14.26,1.0
MSTU,bo5_vol_btc2_rsi,50,-25,45,5.0,1,,False,3,1278864,33.3,8.53,1.0
NVDL,btc_strong3d_bo10,30,-15,20,5.0,1,,False,3,1277679,66.7,8.53,1.0
IREN,btc_regime3_bo10,80,-25,120,3.0,1,,True,3,1277069,33.3,14.2,1.0
IREN,btc_regime3_bo10,80,-25,90,3.0,1,,False,3,1277069,33.3,14.2,1.0
MSTU,bb_macd_adx_btc2,100,-30,180,2.0,3,,True,8,1275258,12.5,-2.22,2.0
NVDL,rsi_accel_btc3,100,-30,180,2.0,5,,True,3,1273009,33.3,21.24,1.0
NVDL,rsi_accel_btc3,100,-30,180,2.0,3,,True,3,1273009,33.3,21.24,1.0
AMDL,consec4_btc1,50,-20,45,2.0,3,-10.0,False,9,1271027,44.4,4.6,1.33
AMDL,mstr_rsi65_ma_btc2,80,-25,90,3.0,1,,False,3,1269418,33.3,14.12,1.0
NVDL,rsi_accel_btc3,80,-25,120,3.0,1,,True,3,1263287,33.3,14.05,1.0
MSTU,btc_strong3d_surge,60,-25,60,3.0,1,,False,3,1248141,66.7,13.88,1.0
IREN,rsi_accel_btc3,100,-30,120,2.0,5,,False,4,1237555,25.0,1.48,1.5
IREN,btc_regime3_bo10,50,-20,45,2.0,3,-10.0,False,3,1233671,33.3,9.26,1.67
MSTU,mstr_over5_ret3_btc,80,-25,120,2.0,5,,True,6,1229703,16.7,-2.41,2.0
MSTU,rsi7_80_btc2,50,-20,45,2.0,3,-10.0,False,9,1223191,22.2,-1.93,1.78
AMDL,bo10_macd_btc2,60,-25,60,3.0,1,-12.0,False,9,1222197,33.3,4.53,1.0
MSTU,mstr5_bo10_btc2,80,-25,90,2.0,5,,False,6,1207004,33.3,-2.17,1.83
MSTU,bo10_macd_btc2,80,-25,90,3.0,3,,False,7,1204935,28.6,-4.84,1.57
CONL,btc_regime3_bo10,50,-20,45,3.0,3,,False,4,1202483,25.0,-4.38,1.75
AMDL,mstr5_bo10_btc2,50,-20,45,2.0,3,-10.0,False,9,1189396,33.3,0.54,1.44
CONL,mstr_rsi65_ma_btc2,80,-30,90,3.0,1,-15.0,False,7,1189243,71.4,5.67,1.0
IREN,btc_strong5d_rsi_accel,60,-25,60,4.0,1,,False,3,1188653,33.3,9.92,1.0
AMDL,max_conviction,40,-20,30,4.0,1,,False,4,1187446,50.0,7.43,1.0
CONL,btc_strong3d_surge,50,-20,45,2.0,3,-10.0,False,11,1183927,45.5,5.71,1.27
MSTU,bb_macd_adx_btc2,50,-20,45,2.0,3,-10.0,False,12,1176703,25.0,1.58,1.83
MSTU,rsi_accel_btc2_vol,80,-25,90,2.0,5,,False,5,1175218,20.0,-5.86,1.8
MSTU,rsi_accel_btc2_vol,60,-25,60,2.0,5,,False,5,1175218,20.0,-5.86,1.8
IREN,mstr_rsi65_ma_btc2,50,-20,45,2.0,3,-10.0,False,7,1172259,28.6,10.94,1.43
AMDL,mstr_over5_ret3_btc,50,-25,45,4.0,1,,False,10,1171091,30.0,2.93,1.0
AMDL,mstr5_bo10_btc2,50,-20,45,3.0,1,,False,8,1165143,37.5,4.86,1.0
AMDL,consec4_btc1,40,-20,30,5.0,1,,False,9,1156475,33.3,2.57,1.0
AMDL,rsi_accel_btc2_vol,60,-25,60,3.0,1,-12.0,False,5,1156359,60.0,7.72,1.0
PTIR,rsi_accel_btc2_vol,40,-20,30,3.0,1,-10.0,False,4,1146100,25.0,9.56,1.0
AMDL,max_conviction,30,-15,20,5.0,1,,False,4,1138597,50.0,5.7,1.0
MSTU,mstr_rsi_ret3_btc2,60,-25,60,3.0,1,-12.0,False,9,1124326,33.3,4.17,1.0
MSTU,mstr_over5_ret3_btc,40,-20,30,5.0,1,,False,12,1121579,33.3,1.87,1.0
CONL,btc_regime3_bo10,40,-20,30,3.0,1,,False,4,1120110,50.0,9.34,1.0
MSTU,mstr_rsi_ret3_btc2,100,-30,180,2.0,3,,True,5,1119859,20.0,1.67,1.6
MSTU,btc_strong3d_bo10,80,-25,120,3.0,1,,True,3,1115439,33.3,12.41,1.0
MSTU,btc_strong3d_surge,30,-15,20,5.0,1,,False,5,1109773,40.0,4.44,1.0
MSTU,bb_macd_adx_btc2,80,-25,120,3.0,1,,True,9,1106504,22.2,4.1,1.0
MSTU,mstr_over5_ret3_btc,50,-20,45,3.0,1,,False,11,1102932,36.4,3.35,1.0
MSTU,btc_strong3d_surge,80,-25,120,3.0,1,,True,3,1102070,33.3,12.26,1.0
CONL,btc_strong5d_rsi_accel,50,-20,45,3.0,3,,False,7,1095910,42.9,10.97,1.29
AMDL,consec3_btc2_vol,60,-25,60,3.0,1,-12.0,False,7,1084782,42.9,5.17,1.0
AMDL,mstr5_bo10_btc2,50,-25,45,4.0,1,,False,8,1078545,37.5,3.37,1.0
MSTU,bb_macd_adx_btc2,80,-25,90,3.0,1,,False,9,1073322,33.3,3.98,1.0
PTIR,mstr_rsi65_ma_btc2,40,-20,30,3.0,1,-10.0,False,3,1068981,66.7,11.89,1.0
AMDL,mstr5_bo10_btc2,60,-25,60,3.0,1,-12.0,False,9,1068900,33.3,3.96,1.0
IREN,rsi_accel_btc3,80,-25,120,2.0,5,,True,4,1055757,25.0,3.19,1.5
CONL,all_green_ultra,60,-25,90,3.0,1,,True,3,1049168,33.3,11.67,1.0
MSTU,mstr_rsi_ret3_btc2,80,-30,90,3.0,1,-15.0,False,8,1048660,37.5,4.37,1.0
NVDL,rsi_accel_btc3,80,-25,90,2.0,3,-15.0,False,3,1042509,33.3,17.39,1.0
NVDL,btc_strong3d_surge,50,-20,45,2.0,3,-10.0,False,9,1034138,33.3,3.58,1.22
IREN,mstr_rsi65_ma_btc2,80,-25,120,2.0,5,,True,4,1025414,75.0,16.71,1.75
NVDL,macd_adx_vol_btc2,40,-20,30,3.0,1,-10.0,False,3,1024042,66.7,11.39,1.0
MSTU,bo5_vol_btc2_rsi,50,-25,45,4.0,1,,False,3,1023091,33.3,8.53,1.0
MSTU,bo5_vol_btc2_rsi,60,-25,60,4.0,1,,False,3,1023091,33.3,8.53,1.0
CONL,btc_strong5d_rsi_accel,60,-25,60,2.0,5,,False,7,1022437,42.9,10.56,1.14
AMDL,rsi7_80_btc2,60,-25,60,4.0,1,,False,9,1013145,44.4,2.82,1.0
AMDL,bb_macd_adx_btc2,60,-25,60,4.0,1,,False,12,1010954,33.3,2.11,1.0
IREN,btc_regime3_bo10,50,-20,45,3.0,3,,False,3,1010746,33.3,3.17,1.67
AMDL,di_cross_surge_btc2,60,-25,60,4.0,1,,False,11,1004753,36.4,2.29,1.0
AMDL,bo10_macd_btc2,60,-25,60,4.0,1,,False,9,980327,44.4,2.73,1.0
CONL,rsi_accel_btc3,50,-20,45,3.0,3,,False,7,974153,28.6,0.36,1.86
CONL,btc_strong3d_surge,80,-25,90,2.0,3,-15.0,False,10,973885,50.0,1.69,1.4
NVDL,btc_strong3d_bo10,60,-25,60,4.0,1,,False,3,972946,66.7,8.12,1.0
MSTU,triple_confirm,80,-25,90,3.0,1,,False,3,972149,33.3,10.81,1.0
MSTU,triple_confirm,80,-25,120,3.0,1,,True,3,972149,33.3,10.81,1.0
MSTU,triple_confirm,60,-25,90,3.0,1,,True,3,972149,33.3,10.81,1.0
MSTU,triple_confirm,60,-25,60,3.0,1,,False,3,972149,33.3,10.81,1.0
MSTU,bo5_vol_btc2_rsi,100,-30,180,2.0,3,,True,3,971879,33.3,16.21,1.0
MSTU,bo5_vol_btc2_rsi,100,-30,180,2.0,5,,True,3,971879,33.3,16.21,1.0
CONL,btc_regime3_surge,80,-25,90,2.0,3,-15.0,False,9,970783,44.4,3.25,1.44
AMDL,consec3_surge,80,-25,90,3.0,1,,False,9,967019,33.3,3.59,1.0
AMDL,max_conviction,40,-20,30,3.0,1,-10.0,False,4,962820,50.0,8.03,1.0
AMDL,bo5_vol_btc2_rsi,40,-20,30,5.0,1,,False,4,958250,50.0,4.8,1.0
NVDL,btc_strong3d_bo10,40,-20,30,5.0,1,,False,3,954416,33.3,6.37,1.0
AMDL,bo5_vol_btc2_rsi,80,-25,90,3.0,1,,False,4,941979,50.0,7.86,1.0
CONL,all_green_ultra,60,-25,60,4.0,1,,False,3,938496,33.3,7.83,1.0
AMDL,consec3_btc2_vol,50,-25,45,5.0,1,,False,6,937516,33.3,3.13,1.0
MSTU,btc_strong3d_surge,50,-20,45,2.0,3,-10.0,False,4,936743,50.0,9.15,1.25
MSTU,bb_macd_adx_btc2,60,-25,90,3.0,1,,True,10,935984,30.0,3.12,1.0
AMDL,consec4_btc1,40,-20,30,4.0,1,,False,9,925180,33.3,2.57,1.0
CONL,btc_regime3_all,80,-25,90,3.0,1,,False,7,923255,28.6,4.4,1.0
AMDL,bo5_vol_btc2_rsi,60,-25,60,3.0,3,,False,4,922954,25.0,-1.93,1.5
MSTU,btc_regime3_all,40,-20,30,3.0,1,-10.0,False,3,921819,33.3,10.25,1.0
MSTU,btc_regime3_all,60,-25,60,3.0,1,-12.0,False,3,921819,33.3,10.25,1.0
MSTU,mstr_over5_ret3_btc,100,-30,180,2.0,5,,True,6,921144,16.7,-3.84,2.0
MSTU,mstr_over5_ret3_btc,80,-25,90,3.0,1,,False,9,915580,33.3,3.39,1.0
IREN,rsi_accel_btc3,80,-25,120,3.0,1,,True,4,907100,25.0,7.57,1.0
IREN,btc_strong5d_rsi_accel,60,-25,90,3.0,1,,True,3,903575,33.3,10.05,1.0
CONL,btc_strong3d_bo10,50,-20,45,2.0,3,-10.0,False,8,901265,62.5,5.66,1.5
CONL,rsi_accel_btc3,80,-25,90,3.0,1,,False,7,900321,28.6,4.29,1.0
CONL,consec3_btc2_vol,80,-25,90,2.0,3,-15.0,False,10,897940,40.0,4.49,1.0
NVDL,btc_strong3d_bo10,60,-25,90,3.0,1,,True,3,897314,33.3,9.98,1.0
MSTU,mstr_over5_ret3_btc,40,-20,30,4.0,1,,False,12,897264,33.3,1.87,1.0
IREN,mstr_rsi65_ma_btc2,100,-30,180,2.0,5,,True,4,896677,75.0,15.1,1.75
IREN,btc_strong5d_rsi_accel,60,-25,60,3.0,3,,False,3,891490,33.3,9.92,1.0
IREN,btc_strong5d_rsi_accel,60,-25,60,3.0,1,,False,3,891490,33.3,9.92,1.0
CONL,max_conviction,60,-25,60,3.0,1,-12.0,False,15,890829,33.3,1.98,1.0
AMDL,max_conviction,40,-20,30,3.0,1,,False,4,890584,50.0,7.43,1.0
MSTU,rsi7_80_btc2,40,-20,30,3.0,1,-10.0,False,10,888200,30.0,2.96,1.0
AMDL,mstr5_bo10_btc2,40,-20,30,5.0,1,,False,9,875111,33.3,1.95,1.0
NVDL,mstr_rsi_ret3_btc2,40,-20,30,3.0,1,-10.0,False,15,871315,33.3,1.94,1.0
MSTU,consec3_surge,40,-20,30,3.0,1,-10.0,False,13,869495,30.8,2.23,1.0
MSTU,btc_strong3d_surge,80,-30,90,3.0,1,-15.0,False,3,861370,66.7,9.58,1.0
MSTU,bo5_vol_btc2_rsi,80,-25,120,2.0,5,,True,3,854869,33.3,14.26,1.0
IREN,mstr_rsi65_ma_btc2,100,-30,180,2.0,3,,True,4,848498,75.0,14.76,1.75
AMDL,rsi_accel_btc2_vol,50,-20,45,2.0,3,-10.0,False,5,846951,40.0,8.09,1.8
NVDL,rsi_accel_btc3,80,-25,120,2.0,5,,True,3,842191,33.3,14.05,1.0
NVDL,rsi_accel_btc3,30,-15,20,5.0,1,,False,3,837020,33.3,5.59,1.0
AMDL,consec3_surge,80,-25,90,3.0,3,,False,9,835704,33.3,-0.16,1.89
MSTU,rsi7_80_btc2,30,-15,20,5.0,1,,False,10,827049,30.0,1.66,1.0
CONL,btc_regime3_surge,80,-25,90,3.0,1,,False,7,824360,28.6,3.93,1.0
AMDL,consec3_btc2_vol,50,-20,45,3.0,1,,False,6,823164,33.3,4.58,1.0
CONL,btc_regime3_all,60,-25,60,3.0,1,-12.0,False,8,806260,50.0,3.36,1.0
CONL,btc_strong5d_rsi_accel,60,-25,60,3.0,1,-12.0,False,7,788102,57.1,3.76,1.0
MSTU,rsi_accel_btc2_vol,60,-25,90,3.0,1,,True,5,786324,20.0,5.25,1.0
MSTU,rsi_accel_btc2_vol,80,-25,120,3.0,1,,True,5,786324,20.0,5.25,1.0
IREN,btc_regime3_surge,50,-20,45,2.0,3,-10.0,False,5,784850,20.0,1.06,1.4
IREN,btc_regime3_bo10,40,-20,30,3.0,1,-10.0,False,3,780855,33.3,8.68,1.0
MSTU,mstr_rsi_ret3_btc2,100,-30,120,2.0,5,,False,5,776536,20.0,-1.77,1.6
MSTU,bo5_vol_btc2_rsi,80,-25,90,3.0,3,,False,3,767318,33.3,8.53,1.0
MSTU,bo5_vol_btc2_rsi,60,-25,60,3.0,3,,False,3,767318,33.3,8.53,1.0
MSTU,bo5_vol_btc2_rsi,60,-25,60,3.0,1,,False,3,767318,33.3,8.53,1.0
MSTU,bo5_vol_btc2_rsi,80,-25,90,3.0,1,,False,3,767318,33.3,8.53,1.0
IREN,rsi_accel_btc3,50,-20,45,2.0,3,-10.0,False,5,767113,20.0,0.89,1.4
AMDL,bo5_vol_btc2_rsi,40,-20,30,4.0,1,,False,4,766600,50.0,4.8,1.0
AMDL,di_cross_surge_btc2,40,-20,30,3.0,1,-10.0,False,16,765674,31.2,1.6,1.0
NVDL,btc_strong3d_bo10,40,-20,30,4.0,1,,False,3,763532,33.3,6.37,1.0
CONL,triple_confirm,50,-20,45,3.0,1,,False,6,761807,33.3,4.24,1.0
AMDL,rsi7_80_btc2,60,-25,60,3.0,1,,False,9,759859,44.4,2.82,1.0
AMDL,bb_macd_adx_btc2,60,-25,60,3.0,1,,False,12,758216,33.3,2.11,1.0
AMDL,di_cross_surge_btc2,60,-25,60,3.0,1,,False,11,753565,36.4,2.29,1.0
MSTU,mstr5_bo10_btc2,60,-25,90,3.0,1,,True,6,752168,33.3,4.18,1.0
AMDL,consec3_btc2_vol,50,-25,45,4.0,1,,False,6,750013,33.3,3.13,1.0
MSTU,rsi_accel_btc2_vol,50,-20,45,3.0,1,,False,5,750000,20.0,5.01,1.0
AMDL,bo10_macd_btc2,60,-25,60,3.0,1,,False,9,735245,44.4,2.73,1.0
PTIR,mstr_rsi65_ma_btc2,50,-20,45,2.0,3,-10.0,False,3,730726,66.7,10.15,1.67
NVDL,btc_strong3d_bo10,60,-25,60,3.0,1,,False,3,729709,66.7,8.12,1.0
AMDL,consec3_btc2_vol,40,-20,30,3.0,1,-10.0,False,7,726445,42.9,3.46,1.0
MSTU,btc_strong3d_bo10,40,-20,30,3.0,1,-10.0,False,3,720068,33.3,8.01,1.0
MSTU,rsi7_80_btc2,80,-30,90,3.0,1,-15.0,False,8,718376,25.0,3.0,1.0
MSTU,rsi_accel_btc2_vol,50,-20,45,2.0,3,-10.0,False,6,705156,33.3,5.4,1.67
CONL,all_green_ultra,60,-25,60,3.0,1,,False,3,703872,33.3,7.83,1.0
CONL,all_green_ultra,60,-25,60,3.0,3,,False,3,703872,33.3,7.83,1.0
AMDL,mstr5_bo10_btc2,40,-20,30,4.0,1,,False,9,700089,33.3,1.95,1.0
NVDL,rsi_accel_btc3,80,-25,90,3.0,1,,False,3,696386,33.3,7.75,1.0
NVDL,rsi_accel_btc3,80,-25,90,3.0,3,,False,3,696386,33.3,7.75,1.0
AMDL,consec4_btc1,40,-20,30,3.0,1,,False,9,693885,33.3,2.57,1.0
CONL,mstr_rsi_ret3_btc2,60,-25,60,3.0,3,,False,13,693168,38.5,3.6,1.38
AMDL,consec3_btc2_vol,60,-25,90,3.0,1,,True,7,688198,42.9,3.28,1.0
PTIR,max_conviction,50,-20,45,2.0,3,-10.0,False,3,683391,33.3,3.62,2.33
MSTU,bo10_macd_btc2,80,-25,90,2.0,5,,False,7,680649,28.6,-5.62,1.71
IREN,btc_regime3_surge,60,-25,60,3.0,1,-12.0,False,5,677808,20.0,4.52,1.0
MSTU,mstr_over5_ret3_btc,40,-20,30,3.0,1,,False,12,672948,33.3,1.87,1.0
PTIR,mstr_rsi65_ma_btc2,60,-25,60,3.0,1,-12.0,False,3,671758,66.7,7.47,1.0
MSTU,bb_macd_adx_btc2,60,-25,60,3.0,1,-12.0,False,12,670599,33.3,1.86,1.0
CONL,all_green_ultra,50,-20,45,2.0,3,-10.0,False,3,665951,66.7,11.11,1.0
AMDL,di_cross_surge_btc2,50,-20,45,3.0,1,,False,11,656432,27.3,1.99,1.0
MSTU,mstr_rsi_ret3_btc2,40,-20,30,5.0,1,,False,9,654467,33.3,1.46,1.0
IREN,rsi_accel_btc3,60,-25,60,3.0,1,-12.0,False,5,651203,20.0,4.35,1.0
NVDL,rsi_accel_btc3,60,-25,60,3.0,1,-12.0,False,4,647953,25.0,5.41,1.0
MSTU,bb_macd_adx_btc2,100,-30,120,2.0,5,,False,7,646132,14.3,-11.34,2.57
CONL,max_conviction,50,-20,45,2.0,3,-10.0,False,15,638536,33.3,-2.26,1.33
CONL,mstr_rsi65_ma_btc2,60,-25,90,3.0,1,,True,6,635092,33.3,3.53,1.0
MSTU,bo5_vol_btc2_rsi,100,-30,120,2.0,5,,False,3,628556,33.3,10.49,1.0
AMDL,bo5_vol_btc2_rsi,60,-25,60,2.0,5,,False,4,615303,25.0,-1.93,1.5
NVDL,rsi_accel_btc3,50,-20,45,2.0,3,-10.0,False,5,599309,40.0,5.56,1.2
NVDL,rsi_accel_btc3,50,-20,45,3.0,1,,False,3,596650,33.3,6.64,1.0
NVDL,rsi_accel_btc3,50,-20,45,3.0,3,,False,3,596650,33.3,6.64,1.0
IREN,btc_strong5d_rsi_accel,60,-25,60,2.0,5,,False,3,594327,33.3,9.92,1.0
CONL,rsi_accel_btc3,60,-25,60,3.0,1,-12.0,False,7,593538,57.1,2.83,1.0
AMDL,mstr_over5_ret3_btc,60,-25,60,4.0,1,,False,10,577840,40.0,1.45,1.0
AMDL,bo5_vol_btc2_rsi,40,-20,30,3.0,1,,False,4,574950,50.0,4.8,1.0
NVDL,btc_strong3d_bo10,40,-20,30,3.0,1,,False,3,572649,33.3,6.37,1.0
CONL,triple_confirm,80,-25,90,3.0,3,,False,6,572452,33.3,10.36,1.33
CONL,mstr_rsi65_ma_btc2,80,-25,90,2.0,3,-15.0,False,7,568981,71.4,3.55,1.43
AMDL,consec3_btc2_vol,40,-20,30,5.0,1,,False,7,568417,28.6,1.63,1.0
CONL,all_green_ultra,50,-25,45,5.0,1,,False,3,561387,33.3,3.75,1.0
AMDL,mstr_rsi_ret3_btc2,80,-25,120,3.0,1,,True,9,560280,33.3,2.08,1.0
CONL,btc_strong5d_rsi_accel,50,-20,45,2.0,3,-10.0,False,7,543454,57.1,4.96,1.29
NVDL,mstr_over5_ret3_btc,40,-20,30,3.0,1,-10.0,False,19,534947,31.6,0.94,1.0
PTIR,rsi_accel_btc2_vol,50,-20,45,2.0,3,-10.0,False,4,530182,25.0,-0.72,1.75
CONL,max_conviction,30,-15,20,5.0,1,,False,15,528955,33.3,0.71,1.0
AMDL,mstr5_bo10_btc2,40,-20,30,3.0,1,,False,9,525067,33.3,1.95,1.0
NVDL,rsi_accel_btc3,40,-20,30,5.0,1,,False,3,524287,33.3,3.5,1.0
MSTU,mstr_rsi_ret3_btc2,40,-20,30,4.0,1,,False,9,523574,33.3,1.46,1.0
NVDL,rsi_accel_btc3,60,-25,90,3.0,1,,True,3,522787,33.3,5.81,1.0
MSTU,bo10_macd_btc2,60,-25,90,3.0,1,,True,7,521216,28.6,2.48,1.0
IREN,btc_strong5d_rsi_accel,50,-25,45,5.0,1,,False,3,517448,33.3,3.45,1.0
AMDL,rsi7_80_btc2,80,-25,90,3.0,1,,False,8,514257,25.0,2.14,1.0
MSTU,bb_macd_adx_btc2,60,-25,60,2.0,5,,False,9,512714,11.1,-10.32,2.44
MSTU,bo5_vol_btc2_rsi,60,-25,60,2.0,5,,False,3,511546,33.3,8.53,1.0
MSTU,bo5_vol_btc2_rsi,80,-25,90,2.0,5,,False,3,511546,33.3,8.53,1.0
IREN,btc_regime3_all,50,-20,45,2.0,3,-10.0,False,6,505553,16.7,-1.44,1.33
MSTU,rsi_accel_btc2_vol,80,-30,90,3.0,1,-15.0,False,6,502989,33.3,2.8,1.0
AMDL,consec4_btc1,30,-15,20,5.0,1,,False,10,501913,50.0,1.0,1.0
CONL,btc_strong5d_rsi_accel,80,-30,90,3.0,1,-15.0,False,7,499370,57.1,2.38,1.0
IREN,btc_regime3_bo10,50,-25,45,5.0,1,,False,3,494863,33.3,3.3,1.0
NVDL,btc_strong3d_bo10,50,-20,45,3.0,1,,False,3,484588,33.3,5.39,1.0
NVDL,btc_strong3d_bo10,50,-25,45,5.0,1,,False,3,481677,33.3,3.21,1.0
CONL,triple_confirm,80,-30,90,3.0,1,-15.0,False,6,477743,50.0,2.66,1.0
NVDL,macd_adx_vol_btc2,50,-20,45,2.0,3,-10.0,False,3,477433,66.7,7.97,1.0
AMDL,mstr_over5_ret3_btc,40,-20,30,5.0,1,,False,11,471788,27.3,0.86,1.0
MSTU,mstr_rsi_ret3_btc2,30,-15,20,5.0,1,,False,10,471110,30.0,0.94,1.0
CONL,all_green_ultra,60,-25,60,2.0,5,,False,3,469248,33.3,7.83,1.0
MSTU,mstr5_bo10_btc2,100,-30,180,2.0,3,,True,6,464965,16.7,-2.44,1.67
NVDL,rsi_accel_btc3,80,-25,90,2.0,5,,False,3,464258,33.3,7.75,1.0
CONL,mstr_rsi_ret3_btc2,60,-25,60,2.0,5,,False,13,462112,38.5,3.6,1.38
AMDL,bb_macd_adx_btc2,80,-25,90,3.0,1,,False,10,456425,30.0,1.52,1.0
AMDL,consec3_btc2_vol,40,-20,30,4.0,1,,False,7,454734,28.6,1.63,1.0
AMDL,bo10_macd_btc2,80,-25,90,3.0,1,,False,8,454360,25.0,1.9,1.0
NVDL,macd_adx_vol_btc2,60,-25,60,3.0,1,-12.0,False,3,449476,33.3,5.0,1.0
MSTU,mstr_rsi_ret3_btc2,50,-20,45,3.0,3,,False,9,449321,33.3,-1.49,1.33
CONL,all_green_ultra,50,-25,45,4.0,1,,False,3,449110,33.3,3.75,1.0
CONL,btc_regime3_surge,50,-20,45,2.0,3,-10.0,False,10,437367,40.0,2.5,1.4
AMDL,consec3_btc2_vol,30,-15,20,5.0,1,,False,7,436403,57.1,1.25,1.0
AMDL,mstr_over5_ret3_btc,60,-25,60,3.0,1,,False,10,433380,40.0,1.45,1.0
MSTU,mstr_over5_ret3_btc,50,-20,45,3.0,3,,False,11,428433,27.3,2.22,1.45
IREN,btc_regime3_bo10,50,-20,45,3.0,1,,False,3,423849,33.3,4.71,1.0
NVDL,rsi_accel_btc3,40,-20,30,4.0,1,,False,3,419430,33.3,3.5,1.0
AMDL,bo10_macd_btc2,50,-20,45,3.0,1,,False,9,416782,33.3,1.55,1.0
IREN,btc_strong5d_rsi_accel,50,-25,45,4.0,1,,False,3,413958,33.3,3.45,1.0
NVDL,rsi_accel_btc3,40,-20,30,3.0,1,-10.0,False,5,412100,40.0,2.75,1.0
CONL,triple_confirm,50,-20,45,2.0,3,-10.0,False,6,397787,50.0,4.21,1.33
IREN,btc_regime3_bo10,50,-25,45,4.0,1,,False,3,395890,33.3,3.3,1.0
IREN,btc_regime3_bo10,60,-25,60,4.0,1,,False,3,395890,33.3,3.3,1.0
MSTU,mstr_rsi_ret3_btc2,40,-20,30,3.0,1,,False,9,392680,33.3,1.46,1.0
MSTU,rsi_accel_btc2_vol,60,-25,60,3.0,1,-12.0,False,6,386193,33.3,2.15,1.0
AMDL,mstr_over5_ret3_btc,80,-25,90,3.0,1,,False,8,386136,25.0,1.61,1.0
NVDL,btc_strong3d_bo10,50,-25,45,4.0,1,,False,3,385342,33.3,3.21,1.0
CONL,bo10_macd_btc2,30,-15,20,5.0,1,,False,17,384072,35.3,0.45,1.0
CONL,triple_confirm,80,-25,90,2.0,5,,False,6,381635,33.3,10.36,1.33
AMDL,mstr_over5_ret3_btc,40,-20,30,4.0,1,,False,11,377430,27.3,0.86,1.0
AMDL,consec3_surge,50,-20,45,3.0,1,,False,13,376027,38.5,0.97,1.0
CONL,btc_regime3_bo10,80,-25,120,3.0,1,,True,4,367794,25.0,3.07,1.0
AMDL,bo5_vol_btc2_rsi,50,-20,45,3.0,3,,False,4,367131,25.0,-3.99,1.5
AMDL,mstr_rsi65_ma_btc2,40,-20,30,3.0,1,-10.0,False,4,366448,25.0,3.06,1.0
MSTU,triple_confirm,30,-15,20,5.0,1,,False,3,366235,33.3,2.44,1.0
MSTU,triple_confirm,40,-20,30,5.0,1,,False,3,366235,33.3,2.44,1.0
AMDL,mstr_rsi_ret3_btc2,80,-30,90,3.0,1,-15.0,False,10,363286,30.0,1.21,1.0
MSTU,mstr_rsi_ret3_btc2,50,-20,45,3.0,1,,False,9,360652,33.3,1.34,1.0
AMDL,consec3_btc2_vol,40,-20,30,3.0,1,,False,7,341050,28.6,1.63,1.0
AMDL,mstr_rsi_ret3_btc2,40,-20,30,3.0,1,-10.0,False,11,324066,27.3,0.98,1.0
NVDL,rsi_accel_btc3,40,-20,30,3.0,1,,False,3,314572,33.3,3.5,1.0
MSTU,bo10_macd_btc2,100,-30,180,2.0,3,,True,7,310997,14.3,-3.19,1.57
CONL,btc_regime3_all,80,-30,90,3.0,1,-15.0,False,8,306947,50.0,1.28,1.0
AMDL,mstr5_bo10_btc2,40,-20,30,3.0,1,-10.0,False,9,305866,33.3,1.13,1.0
IREN,btc_regime3_bo10,60,-25,90,3.0,1,,True,3,296918,33.3,3.3,1.0
IREN,btc_regime3_bo10,60,-25,60,3.0,1,,False,3,296918,33.3,3.3,1.0
