ticker,strategy,target,stop,hold,n,pnl,wr,avg
MSTU,adx_di_cross,20,-20,30,18,-155839,44.4,-0.87
AMDL,triple_align_vol,30,-20,45,5,-156937,40.0,-3.14
MSTU,breakout10_bull,30,-20,45,10,-158244,30.0,-1.58
MSTU,triple_ma_align,12,-10,15,5,-162487,40.0,-3.25
AMDL,breakout10_bull,15,-10,20,16,-165086,43.8,-1.03
MSTU,adx_trend_up,25,-20,30,5,-166440,40.0,-3.33
MSTU,vol_surge_up,15,-10,20,11,-168530,36.4,-1.53
MSTU,mom20_rsi,30,-20,45,12,-170610,33.3,-1.42
MSTU,bb_high_pct,25,-20,30,16,-173060,37.5,-1.08
AMDL,breakout_macd_adx,20,-15,20,6,-192025,33.3,-3.2
MSTU,bb_high_pct_vol,20,-20,30,13,-192997,38.5,-1.49
MSTU,bb_lower_bounce,25,-15,20,20,-193589,25.0,-0.97
MSTU,mom20_rsi,25,-20,30,14,-199653,35.7,-1.43
MSTU,adx_trend_up,20,-20,30,5,-201004,40.0,-4.02
MSTU,adx_trend_up,15,-20,30,5,-201004,40.0,-4.02
MSTU,bb_mid_up,15,-10,20,13,-204551,38.5,-1.58
MSTU,bb_macd_vol,20,-15,20,14,-205787,42.9,-1.47
AMDL,triple_ma_align,15,-10,20,13,-208199,38.5,-1.6
MSTU,vol_surge_up,12,-10,15,12,-213302,41.7,-1.78
MSTU,vol_high_break,20,-20,30,6,-213441,50.0,-3.56
MSTU,mom20_rsi,15,-20,30,17,-215647,41.2,-1.27
MSTU,mom20_rsi,20,-20,30,17,-215647,41.2,-1.27
MSTU,bb_lower_bounce,20,-20,30,20,-219571,25.0,-1.1
MSTU,bb_high_pct,15,-20,30,18,-228900,44.4,-1.27
MSTU,bb_mid_up,12,-10,15,13,-235868,38.5,-1.82
AMDL,triple_ma_align,30,-20,45,6,-246876,33.3,-4.12
AMDL,breakout10_bull,12,-10,15,16,-252280,37.5,-1.58
MSTU,bb_high_pct_vol,15,-20,30,13,-265255,38.5,-2.04
MSTU,vol_surge_up,20,-15,20,10,-288196,40.0,-2.88
MSTU,bb_lower_bounce,20,-15,20,20,-293246,25.0,-1.47
AMDL,breakout_macd_adx,15,-10,20,6,-293897,33.3,-4.9
IREN,bb_lower_bounce,30,-20,45,8,-294248,37.5,-3.68
MSTU,bb_high_pct,20,-20,30,17,-301178,41.2,-1.77
MSTU,vol_high_break,15,-20,30,6,-309523,50.0,-5.16
AMDL,adx_trend_up,15,-10,20,5,-326646,20.0,-6.54
AMDL,adx_trend_up,12,-10,15,5,-326646,20.0,-6.54
MSTU,dual_mom_rsi,15,-20,30,15,-331151,40.0,-2.21
MSTU,bb_mid_up,20,-15,20,11,-342140,36.4,-3.11
MSTU,vol_surge_up,25,-20,30,9,-363548,33.3,-4.04
MSTU,bb_macd_vol,25,-15,20,14,-388801,35.7,-2.78
IREN,bb_lower_bounce,15,-20,30,9,-406435,44.4,-4.52
MSTU,vol_high_break,25,-20,30,6,-419674,33.3,-7.0
MSTU,bb_macd_vol,20,-20,30,14,-436769,42.9,-3.12
AMDL,breakout_macd_adx,12,-10,15,6,-468588,16.7,-7.82
MSTU,vol_surge_rsi,20,-20,30,9,-486032,33.3,-5.41
MSTU,vol_surge_up,15,-20,30,10,-490970,40.0,-4.91
MSTU,breakout10_bull,25,-20,30,10,-530714,30.0,-5.31
IREN,bb_lower_bounce,25,-20,30,8,-566114,37.5,-7.08
IREN,bb_lower_bounce,20,-20,30,8,-566114,37.5,-7.08
MSTU,bb_macd_vol,25,-20,30,14,-573202,35.7,-4.1
MSTU,bb_macd_vol,15,-20,30,14,-582483,42.9,-4.16
MSTU,bb_mid_up,15,-20,30,11,-587414,45.5,-5.35
MSTU,bb_lower_bounce,30,-20,45,19,-695941,21.1,-3.67
MSTU,vol_surge_up,20,-20,30,10,-834526,30.0,-8.35
