ticker,strategy,target,stop,hold,unit_mul,n,pnl,wr,avg
CONL,ma10_pull_btc2,50,-20,45,1.0,15,1281011,40.0,8.55
AMDL,nr5_bo_btc2,30,-20,30,3.0,10,1279855,40.0,4.27
AMDL,gap_hh_hl_btc2,20,-20,30,3.0,13,1276857,53.8,3.28
CONL,gap_up3_btc1,30,-15,20,1.0,43,1276278,41.9,2.97
PTIR,nr5_bo_btc1_rsi,25,-15,20,3.0,4,1275559,75.0,10.64
IREN,near_52w_btc2,25,-20,30,2.0,4,1273919,50.0,15.94
IREN,near_52w_btc2,30,-20,30,2.0,4,1273919,50.0,15.94
CONL,bounce_btc2,20,-20,30,1.0,25,1273914,52.0,5.1
NVDL,engulf_btc2,20,-20,30,3.0,4,1273308,75.0,10.62
CONL,gap_fill_up_btc2,20,-15,20,1.0,28,1271900,53.6,4.55
NVDL,hh_hl_ma_btc2,25,-15,20,1.0,22,1271615,54.5,5.79
PTIR,nr5_bo_btc2,20,-20,30,1.0,4,1270826,100.0,31.8
NVDL,vcp_breakout_btc2,30,-20,30,1.0,11,1270542,54.5,11.56
IREN,engulf_btc2,15,-20,30,2.0,10,1270383,60.0,6.36
AMDL,vcp_breakout_btc2,40,-20,30,1.0,7,1269414,57.1,18.15
AMDL,vcp_breakout_btc1,40,-20,30,1.0,7,1269414,57.1,18.15
PTIR,inside_bar_bo_btc1,40,-20,30,3.0,3,1269364,66.7,14.12
NVDL,hammer_btc2,30,-15,20,2.0,4,1268896,100.0,15.88
MSTU,bounce_btc2,40,-20,45,3.0,10,1268172,30.0,4.23
MSTU,bounce_btc2,40,-20,30,3.0,10,1268172,30.0,4.23
IREN,vcp_engulf_btc2,50,-20,45,1.0,6,1265743,66.7,21.12
NVDL,doji_escape_btc_rsi,15,-20,30,3.0,3,1265388,100.0,14.07
NVDL,hh_hl_ma_btc2,60,-25,60,1.0,13,1264437,53.8,9.74
AMDL,bounce_btc1_rsi,40,-20,45,3.0,9,1264115,44.4,4.69
IREN,break_52w_vol_btc,40,-20,45,3.0,3,1263080,66.7,14.05
IREN,break_52w_vol_btc,30,-20,45,3.0,3,1263080,66.7,14.05
CONL,gap_hh_hl_btc2,25,-15,20,1.0,26,1262760,50.0,4.86
PTIR,hammer_btc2,30,-15,20,2.0,5,1261883,80.0,12.63
CONL,hammer_btc2,25,-15,20,2.0,4,1261779,75.0,15.79
CONL,hammer_btc2,25,-20,30,2.0,4,1261779,75.0,15.79
IREN,doji_escape_btc_rsi,50,-20,45,1.0,5,1261422,80.0,25.25
IREN,engulf_vol_btc,50,-25,45,2.0,5,1260518,60.0,12.62
CONL,inside_bar_rsi_vol,20,-20,30,2.0,8,1260140,62.5,7.88
IREN,gap_hh_hl_btc2,30,-15,20,3.0,20,1260107,45.0,2.1
NVDL,hh_hl_btc2,25,-15,20,1.0,24,1258831,54.2,5.25
PTIR,engulf_btc2,15,-20,30,1.0,5,1258159,100.0,25.19
IREN,inside_bar_bo_btc2,25,-20,30,3.0,4,1256509,50.0,10.48
IREN,inside_bar_bo_btc2,30,-20,30,3.0,4,1256509,50.0,10.48
IREN,vcp_breakout_vol,60,-25,60,1.0,5,1255722,60.0,25.14
IREN,inside_bar_bo_btc1,20,-20,30,2.0,5,1255584,60.0,12.57
IREN,vcp_engulf_btc2,15,-20,30,3.0,6,1254997,66.7,6.98
PTIR,gap_fill_up_btc2,30,-20,30,1.0,11,1254473,63.6,11.42
AMDL,nr5_bo_btc1_rsi,30,-15,20,1.0,6,1252522,83.3,20.9
IREN,engulf_vol_btc,20,-15,20,2.0,5,1251152,80.0,12.52
CONL,nr5_bo_btc1_rsi,15,-20,30,2.0,5,1249863,80.0,12.51
AMDL,gap_up_btc2,25,-15,20,3.0,21,1248961,42.9,1.98
AMDL,inside_bar_bo_btc1,30,-15,20,2.0,4,1248548,75.0,15.62
AMDL,inside_bar_bo_btc1,20,-15,20,3.0,4,1247892,75.0,10.41
NVDL,doji_escape_btc_rsi,30,-20,45,2.0,3,1243597,66.7,20.75
AMDL,ma20_pull_btc2,20,-15,20,3.0,10,1243323,40.0,4.15
MSTU,bounce_btc1_rsi,50,-20,45,3.0,10,1242967,30.0,4.15
IREN,gap_up_btc2,20,-15,20,2.0,33,1242093,45.5,1.88
CONL,ma20_pull_btc2,15,-20,30,3.0,10,1241910,60.0,4.14
CONL,vcp_breakout_vol,50,-25,45,3.0,5,1241315,40.0,8.28
AMDL,ma10_pull_vol,30,-20,30,2.0,5,1239436,60.0,12.41
MSTU,vcp_squeeze_bo,40,-20,45,1.0,6,1236749,50.0,20.63
CONL,vcp_breakout_btc2,60,-25,60,3.0,9,1234957,33.3,4.58
AMDL,ma10_pull_vol,25,-15,20,2.0,5,1233572,60.0,12.35
AMDL,hh_hl_ma_btc2,30,-20,45,1.0,13,1231909,53.8,9.49
NVDL,gap_up3_btc1,20,-20,30,1.0,26,1231535,65.4,4.74
IREN,near_52w_btc2,50,-20,45,2.0,3,1231162,66.7,20.54
PTIR,ma10_pull_vol,20,-20,30,3.0,4,1230692,75.0,10.27
AMDL,ma10_pull_btc2,30,-15,20,1.0,8,1229560,62.5,15.38
AMDL,ma10_pull_btc2,60,-25,60,1.0,7,1229520,42.9,17.58
PTIR,gap_hh_hl_btc2,15,-20,30,1.0,11,1228356,81.8,11.18
NVDL,hammer_btc2,15,-20,30,2.0,5,1227947,80.0,12.29
AMDL,gap_hh_hl_btc2,20,-15,20,3.0,14,1227717,50.0,2.93
MSTU,hh_hl_ma_btc2,20,-15,20,3.0,17,1226850,47.1,2.41
PTIR,inside_bar_bo_btc1,30,-20,45,3.0,3,1226647,66.7,13.64
IREN,break_52w_btc2,20,-15,20,3.0,4,1225848,75.0,10.23
NVDL,nr5_bo_btc1_rsi,60,-25,60,1.0,6,1225032,66.7,20.44
NVDL,vcp_breakout_btc1,30,-15,20,1.0,13,1223108,53.8,9.42
IREN,hammer_btc2,20,-20,30,2.0,5,1222799,80.0,12.24
NVDL,gap_up_btc2,50,-20,45,1.0,18,1221403,44.4,6.79
NVDL,ma10_pull_btc2,30,-15,20,2.0,16,1220392,50.0,3.82
IREN,vcp_engulf_btc2,20,-15,20,2.0,6,1218775,66.7,10.17
NVDL,gap_hh_hl_btc2,25,-15,20,1.0,16,1218081,56.2,7.62
MSTU,vcp_squeeze_bo,20,-20,30,2.0,6,1217165,50.0,10.15
NVDL,nr5_bo_btc1_rsi,30,-20,30,2.0,7,1216944,57.1,8.7
IREN,engulf_vol_btc,20,-20,30,3.0,5,1216329,60.0,8.12
IREN,engulf_vol_btc,15,-20,30,3.0,5,1216329,60.0,8.12
PTIR,engulf_btc2,25,-15,20,1.0,5,1216014,100.0,24.34
IREN,inside_bar_rsi_vol,20,-20,30,2.0,7,1214292,57.1,8.68
PTIR,hammer_btc2,50,-25,45,1.0,5,1213837,80.0,24.3
PTIR,bounce_btc2,15,-20,30,1.0,10,1213416,80.0,12.15
IREN,vcp_engulf_btc2,50,-25,45,1.0,6,1213083,66.7,20.24
NVDL,nr5_bo_btc2,20,-15,20,2.0,7,1212940,71.4,8.67
IREN,inside_bar_rsi_vol,50,-20,45,1.0,7,1212492,57.1,17.34
NVDL,gap_hh_hl_btc2,50,-25,45,1.0,13,1211697,46.2,9.33
AMDL,gap_up_btc2,20,-15,20,3.0,22,1210854,40.9,1.84
NVDL,ma10_pull_btc2,40,-20,30,2.0,13,1210757,53.8,4.66
CONL,hammer_btc2,40,-20,30,2.0,4,1210105,75.0,15.14
PTIR,nr5_bo_btc1_rsi,25,-20,30,2.0,4,1209690,100.0,15.14
AMDL,hh_hl_ma_btc2,25,-15,20,2.0,15,1209672,40.0,4.04
AMDL,inside_bar_rsi_vol,15,-20,30,2.0,3,1209375,100.0,20.18
IREN,gap_up3_btc1,30,-15,20,1.0,34,1209173,44.1,3.56
AMDL,gap_hh_hl_btc2,60,-25,60,3.0,9,1207555,44.4,4.48
MSTU,hammer_btc2,25,-15,20,2.0,4,1206881,50.0,15.1
NVDL,nr5_bo_btc1_rsi,20,-15,20,2.0,7,1206316,71.4,8.63
IREN,nr5_bo_btc1_rsi,25,-20,30,1.0,8,1204720,75.0,15.07
CONL,inside_bar_bo_btc1,30,-15,20,1.0,8,1203855,62.5,15.06
CONL,ma10_pull_vol,20,-15,20,1.0,11,1202115,63.6,10.94
CONL,gap_up3_btc1,25,-20,30,1.0,37,1200560,45.9,3.25
IREN,near_52w_btc2,40,-20,45,1.0,3,1200167,100.0,40.05
MSTU,doji_escape_btc_rsi,40,-20,30,2.0,3,1199278,66.7,20.01
IREN,hammer_btc2,30,-20,45,1.0,5,1198696,80.0,24.0
IREN,doji_escape_btc2,30,-15,20,2.0,4,1196998,75.0,14.98
IREN,doji_escape_btc2,25,-15,20,2.0,4,1196998,75.0,14.98
CONL,ma10_pull_vol,50,-25,45,1.0,11,1196781,45.5,10.89
AMDL,vcp_breakout_btc2,40,-20,45,2.0,7,1195784,42.9,8.55
AMDL,vcp_breakout_btc1,40,-20,45,2.0,7,1195784,42.9,8.55
NVDL,doji_escape_btc2,40,-20,45,2.0,3,1195670,66.7,19.95
AMDL,ma10_pull_btc2,25,-15,20,1.0,8,1189893,62.5,14.89
IREN,break_52w_vol_btc,60,-25,60,1.0,3,1189732,66.7,39.7
IREN,break_52w_btc2,60,-25,60,1.0,3,1189732,66.7,39.7
PTIR,vcp_breakout_btc2,25,-20,30,1.0,8,1188168,62.5,14.87
AMDL,nr5_bo_btc1_rsi,25,-15,20,1.0,6,1187295,83.3,19.81
NVDL,ma10_pull_btc2,60,-25,60,2.0,8,1187244,62.5,7.43
PTIR,doji_escape_btc_rsi,30,-15,20,1.0,4,1186131,100.0,29.68
MSTU,doji_escape_btc_rsi,20,-20,30,3.0,3,1185958,66.7,13.19
NVDL,hammer_btc2,20,-20,30,2.0,4,1185780,75.0,14.84
CONL,nr5_bo_btc2,50,-25,45,1.0,7,1184273,57.1,16.94
IREN,doji_escape_btc2,20,-20,30,2.0,4,1181956,75.0,14.79
CONL,gap_fill_up_btc2,30,-20,30,1.0,22,1181009,45.5,5.37
AMDL,bounce_btc1_rsi,30,-20,30,1.0,12,1180987,58.3,9.85
AMDL,bounce_btc2,40,-20,45,2.0,10,1180276,40.0,5.91
AMDL,ma10_pull_btc2,40,-20,45,1.0,8,1180148,62.5,14.77
AMDL,nr5_bo_btc2,30,-20,45,3.0,9,1180016,44.4,4.37
IREN,doji_escape_btc2,60,-25,60,1.0,4,1178381,50.0,29.49
IREN,gap_up3_vol_btc,20,-15,20,1.0,25,1178319,56.0,4.72
IREN,vcp_breakout_vol,50,-25,45,1.0,5,1178241,60.0,23.59
AMDL,vcp_breakout_btc2,25,-15,20,2.0,7,1177781,57.1,8.42
AMDL,vcp_breakout_btc1,25,-15,20,2.0,7,1177781,57.1,8.42
PTIR,nr5_bo_btc1_rsi,30,-20,45,1.0,4,1177694,100.0,29.47
CONL,inside_bar_rsi_vol,25,-20,30,2.0,7,1177598,57.1,8.42
CONL,inside_bar_rsi_vol,40,-20,30,3.0,7,1175525,42.9,5.6
AMDL,inside_bar_bo_btc1,30,-20,30,2.0,4,1175475,50.0,14.71
CONL,ma10_pull_vol,30,-20,45,1.0,11,1174927,54.5,10.69
CONL,inside_bar_bo_btc1,40,-20,45,2.0,7,1174808,42.9,8.4
AMDL,gap_up_btc2,15,-20,30,3.0,19,1174664,47.4,2.06
CONL,bounce_btc2,30,-15,20,1.0,23,1174325,47.8,5.11
AMDL,hh_hl_rsi_btc,30,-15,20,3.0,17,1173944,41.2,2.3
AMDL,bounce_btc2,20,-20,30,2.0,12,1173851,58.3,4.9
PTIR,engulf_btc2,30,-15,20,1.0,4,1173434,100.0,29.37
CONL,engulf_btc2,20,-15,20,1.0,4,1173199,100.0,29.36
AMDL,vcp_breakout_btc2,30,-20,30,1.0,7,1172354,57.1,16.76
AMDL,vcp_breakout_btc1,30,-20,30,1.0,7,1172354,57.1,16.76
CONL,gap_fill_up_btc2,20,-20,30,2.0,26,1172094,46.2,2.26
AMDL,nr5_bo_btc2,50,-20,45,2.0,9,1171877,33.3,6.52
IREN,engulf_btc2,30,-20,30,1.0,10,1171030,60.0,11.72
IREN,gap_fill_up_btc2,30,-15,20,1.0,20,1170103,45.0,5.86
IREN,break_52w_btc2,20,-20,30,3.0,4,1170079,50.0,9.76
MSTU,hh_hl_rsi_btc,30,-15,20,2.0,12,1170077,41.7,4.88
AMDL,ma10_pull_vol,40,-20,45,2.0,5,1169886,60.0,11.71
NVDL,ma10_pull_vol,40,-20,30,3.0,3,1168828,33.3,13.0
NVDL,hammer_btc2,25,-20,30,2.0,4,1168610,75.0,14.62
NVDL,bounce_btc2,30,-20,45,1.0,11,1167228,63.6,10.62
PTIR,gap_fill_up_btc2,25,-20,30,1.0,11,1166505,63.6,10.62
PTIR,hammer_btc2,40,-20,30,2.0,5,1166053,60.0,11.67
NVDL,vcp_breakout_btc1,25,-15,20,1.0,14,1165578,50.0,8.33
NVDL,gap_up3_btc1,20,-15,20,1.0,29,1164627,55.2,4.02
AMDL,vcp_squeeze_bo,20,-20,30,3.0,11,1164621,54.5,3.53
AMDL,inside_bar_bo_btc2,20,-20,30,3.0,3,1164483,66.7,12.95
CONL,inside_bar_bo_btc2,50,-20,45,3.0,6,1162830,33.3,6.47
NVDL,doji_escape_btc_rsi,25,-20,30,2.0,3,1162759,100.0,19.4
NVDL,doji_escape_btc_rsi,30,-20,30,2.0,3,1162759,100.0,19.4
CONL,ma20_pull_btc2,25,-15,20,3.0,11,1162344,45.5,3.53
CONL,vcp_breakout_btc1,25,-20,30,2.0,10,1160272,50.0,5.81
IREN,inside_bar_bo_btc1,30,-15,20,2.0,6,1159100,66.7,9.67
CONL,engulf_btc2,25,-20,30,2.0,3,1157335,66.7,19.31
AMDL,hh_hl_ma_btc2,20,-20,30,2.0,15,1156925,53.3,3.86
CONL,hammer_btc2,20,-15,20,2.0,4,1156390,75.0,14.47
CONL,hammer_btc2,15,-20,30,2.0,4,1156390,75.0,14.47
CONL,hammer_btc2,20,-20,30,2.0,4,1156390,75.0,14.47
NVDL,gap_up_btc2,40,-20,30,3.0,23,1153227,56.5,1.67
PTIR,nr5_bo_btc1_rsi,20,-15,20,3.0,4,1152409,75.0,9.61
IREN,ma20_pull_btc2,15,-20,30,2.0,11,1152338,63.6,5.24
MSTU,vcp_squeeze_bo,40,-20,30,1.0,6,1150802,50.0,19.2
CONL,ma20_pull_btc2,50,-20,45,1.0,10,1150418,40.0,11.52
IREN,near_52w_btc2,60,-25,60,1.0,3,1150026,66.7,38.37
IREN,near_52w_btc2,50,-25,45,2.0,3,1149513,66.7,19.18
NVDL,gap_up_btc2,20,-15,20,1.0,29,1148143,55.2,3.96
MSTU,engulf_btc2,60,-25,60,3.0,3,1146633,66.7,12.75
AMDL,inside_bar_rsi_vol,25,-20,30,2.0,3,1146278,66.7,19.12
IREN,break_52w_btc2,40,-20,45,1.0,3,1145821,100.0,38.23
CONL,hh_hl_btc2,30,-15,20,2.0,29,1145221,41.4,1.98
AMDL,nr5_bo_btc2,30,-15,20,3.0,10,1145065,40.0,3.82
IREN,inside_bar_rsi_vol,30,-20,45,2.0,7,1144941,57.1,8.19
MSTU,gap_hh_hl_btc2,20,-20,30,2.0,17,1142966,52.9,3.37
IREN,doji_escape_btc_rsi,30,-20,45,1.0,5,1142801,80.0,22.88
IREN,engulf_btc2,30,-20,45,1.0,10,1141280,60.0,11.42
MSTU,hammer_btc2,20,-15,20,2.0,4,1140620,50.0,14.27
NVDL,engulf_btc2,30,-20,30,3.0,4,1140127,75.0,9.51
NVDL,engulf_btc2,40,-20,30,3.0,4,1140127,75.0,9.51
AMDL,bounce_btc2,30,-15,20,3.0,13,1139717,46.2,2.93
NVDL,gap_hh_hl_btc2,40,-20,45,1.0,13,1139230,46.2,8.77
AMDL,gap_up_btc2,25,-20,30,2.0,18,1138488,44.4,3.17
PTIR,hammer_btc2,30,-20,30,3.0,5,1137386,60.0,7.59
CONL,vcp_breakout_btc1,20,-20,30,1.0,11,1137193,63.6,10.35
IREN,vcp_breakout_vol,15,-20,30,3.0,6,1136571,66.7,6.32
NVDL,nr5_bo_btc2,20,-20,30,2.0,7,1136234,71.4,8.12
IREN,doji_escape_btc_rsi,30,-15,20,1.0,6,1135842,83.3,18.95
AMDL,hh_hl_rsi_btc,30,-20,45,2.0,14,1134317,50.0,4.06
NVDL,doji_escape_btc2,30,-20,45,2.0,3,1134258,66.7,18.92
NVDL,gap_up_btc2,40,-20,45,1.0,18,1133777,44.4,6.31
CONL,vcp_breakout_btc2,50,-20,45,2.0,9,1133689,33.3,6.3
NVDL,ma10_pull_btc2,25,-15,20,2.0,16,1133621,50.0,3.55
IREN,nr5_bo_btc2,20,-20,30,1.0,8,1132713,87.5,14.17
CONL,ma10_pull_btc2,30,-20,45,1.0,15,1131637,46.7,7.55
AMDL,inside_bar_rsi_vol,40,-20,30,2.0,3,1128895,66.7,18.83
NVDL,vcp_breakout_btc2,25,-15,20,1.0,11,1128509,54.5,10.27
PTIR,gap_up3_vol_btc,30,-20,45,2.0,5,1127967,60.0,11.29
PTIR,nr5_bo_btc1_rsi,20,-20,30,2.0,4,1127590,100.0,14.11
AMDL,bounce_btc1_rsi,50,-20,45,3.0,9,1126308,33.3,4.18
AMDL,ma10_pull_vol,40,-20,30,3.0,5,1125221,40.0,7.51
AMDL,bounce_btc2,30,-20,30,3.0,12,1125067,41.7,3.13
AMDL,gap_up3_btc1,40,-20,45,2.0,14,1124709,42.9,4.02
CONL,hh_hl_ma_btc2,30,-15,20,1.0,25,1122876,48.0,4.5
CONL,gap_fill_up_btc2,15,-20,30,2.0,27,1121608,51.9,2.08
NVDL,vcp_breakout_btc2,25,-20,30,1.0,11,1120077,54.5,10.19
IREN,inside_bar_bo_btc1,15,-20,30,1.0,6,1119172,83.3,18.67
MSTU,engulf_btc2,20,-15,20,3.0,4,1118855,50.0,9.33
PTIR,gap_up3_vol_btc,30,-15,20,1.0,5,1118512,80.0,22.39
NVDL,ma10_pull_btc2,15,-20,30,2.0,14,1118271,64.3,4.0
PTIR,inside_bar_bo_btc1,50,-20,45,2.0,3,1118259,66.7,18.66
PTIR,inside_bar_bo_btc1,50,-25,45,2.0,3,1118259,66.7,18.66
PTIR,inside_bar_bo_btc1,40,-20,45,2.0,3,1118259,66.7,18.66
CONL,vcp_breakout_vol,20,-20,30,2.0,5,1117203,60.0,11.18
CONL,vcp_breakout_vol,25,-20,30,2.0,5,1117203,60.0,11.18
CONL,ma10_pull_btc2,20,-15,20,1.0,16,1117146,56.2,6.99
CONL,gap_up3_btc1,50,-20,45,1.0,24,1116368,37.5,4.66
NVDL,nr5_bo_btc1_rsi,40,-20,30,2.0,7,1116143,57.1,7.98
NVDL,gap_up_btc2,50,-25,45,1.0,18,1115694,44.4,6.2
NVDL,doji_escape_btc2,60,-25,60,3.0,3,1115296,66.7,12.4
CONL,ma10_pull_vol,40,-20,30,1.0,11,1115111,45.5,10.15
PTIR,hh_hl_rsi_btc,25,-15,20,1.0,18,1115105,55.6,6.2
CONL,hammer_btc2,60,-25,60,2.0,4,1114426,50.0,13.94
PTIR,vcp_breakout_btc2,15,-20,30,1.0,9,1114108,77.8,12.39
AMDL,gap_hh_hl_btc2,25,-20,30,2.0,13,1114100,46.2,4.29
IREN,inside_bar_rsi_vol,40,-20,45,1.0,7,1112480,57.1,15.91
IREN,break_52w_vol_btc,25,-15,20,3.0,3,1112014,66.7,12.37
IREN,break_52w_vol_btc,30,-15,20,3.0,3,1112014,66.7,12.37
AMDL,vcp_squeeze_bo,30,-15,20,3.0,11,1111666,45.5,3.37
CONL,inside_bar_bo_btc1,15,-20,30,2.0,11,1109920,63.6,5.05
IREN,nr5_bo_btc2,20,-15,20,1.0,10,1109702,70.0,11.11
CONL,hammer_btc2,50,-20,45,2.0,4,1108164,50.0,13.87
CONL,hh_hl_btc2,15,-20,30,1.0,36,1105230,58.3,3.07
NVDL,gap_fill_up_btc2,15,-20,30,3.0,20,1102841,65.0,1.84
MSTU,vcp_squeeze_bo,30,-15,20,2.0,7,1101002,42.9,7.87
IREN,doji_escape_btc2,40,-20,45,1.0,4,1100751,75.0,27.55
AMDL,gap_hh_hl_btc2,30,-20,30,2.0,13,1099753,46.2,4.23
IREN,inside_bar_rsi_vol,15,-20,30,1.0,8,1098526,75.0,13.75
CONL,gap_up3_btc1,50,-25,45,1.0,22,1097735,40.9,4.99
PTIR,gap_up_btc2,30,-20,45,1.0,12,1097386,58.3,9.15
CONL,vcp_breakout_vol,50,-20,45,2.0,5,1096427,40.0,10.98
AMDL,inside_bar_rsi_vol,30,-15,20,2.0,3,1096373,66.7,18.29
IREN,gap_up3_vol_btc,30,-15,20,1.0,23,1095729,52.2,4.77
CONL,hh_hl_btc2,25,-15,20,1.0,32,1093615,43.8,3.42
CONL,vcp_breakout_btc1,20,-15,20,3.0,11,1092878,45.5,3.32
PTIR,gap_up3_vol_btc,15,-20,30,1.0,6,1090706,100.0,18.2
CONL,inside_bar_bo_btc2,50,-25,45,3.0,6,1087892,33.3,6.05
CONL,hammer_btc2,30,-15,20,2.0,4,1086077,75.0,13.59
IREN,hammer_btc2,40,-20,45,1.0,4,1085953,75.0,27.18
AMDL,nr5_bo_btc1_rsi,20,-20,30,1.0,6,1084591,83.3,18.09
AMDL,nr5_bo_btc1_rsi,30,-20,30,1.0,6,1084518,66.7,18.09
CONL,gap_fill_up_btc2,30,-20,45,1.0,22,1084161,45.5,4.93
AMDL,ma10_pull_vol,25,-20,30,2.0,5,1084155,60.0,10.85
IREN,inside_bar_bo_btc2,15,-20,30,2.0,4,1083182,75.0,13.55
MSTU,hammer_btc2,30,-15,20,2.0,4,1082006,50.0,13.54
CONL,ma10_pull_vol,15,-20,30,1.0,11,1081693,63.6,9.84
IREN,engulf_btc2,25,-20,30,1.0,10,1080620,60.0,10.82
CONL,vcp_breakout_btc2,20,-15,20,2.0,10,1076768,50.0,5.39
AMDL,gap_up_btc2,30,-20,45,1.0,16,1076217,43.8,6.73
AMDL,vcp_squeeze_bo,30,-20,30,2.0,11,1075697,45.5,4.89
AMDL,ma10_pull_vol,15,-20,30,3.0,5,1075155,60.0,7.17
CONL,gap_up3_btc1,25,-15,20,1.0,43,1074347,41.9,2.5
NVDL,gap_up3_btc1,25,-20,30,1.0,24,1073543,62.5,4.48
CONL,nr5_bo_btc1_rsi,40,-20,45,1.0,5,1073314,60.0,21.49
CONL,nr5_bo_btc1_rsi,40,-20,30,1.0,5,1073314,60.0,21.49
NVDL,gap_up_btc2,20,-20,30,1.0,25,1072940,64.0,4.3
AMDL,ma10_pull_btc2,50,-20,45,1.0,7,1072104,57.1,15.33
AMDL,ma10_pull_btc2,25,-20,30,1.0,8,1071705,62.5,13.41
IREN,doji_escape_btc_rsi,20,-20,30,1.0,6,1071691,83.3,17.88
NVDL,vcp_breakout_btc2,15,-20,30,3.0,11,1071559,54.5,3.25
AMDL,hh_hl_rsi_btc,40,-20,45,2.0,13,1071269,46.2,4.12
AMDL,vcp_squeeze_bo,30,-20,45,3.0,10,1070311,50.0,3.57
CONL,gap_up_btc2,20,-20,30,1.0,36,1070119,50.0,2.98
IREN,nr5_bo_btc1_rsi,15,-20,30,1.0,8,1069870,87.5,13.39
AMDL,nr5_bo_btc1_rsi,20,-15,20,1.0,6,1069589,83.3,17.84
NVDL,vcp_breakout_btc2,30,-15,20,1.0,11,1066559,54.5,9.71
MSTU,doji_escape_btc_rsi,50,-20,45,1.0,3,1066071,66.7,35.57
AMDL,inside_bar_bo_btc1,25,-15,20,2.0,4,1064357,75.0,13.32
NVDL,gap_up3_vol_btc,40,-20,45,2.0,10,1062376,50.0,5.32
IREN,nr5_bo_btc1_rsi,20,-15,20,1.0,8,1062075,75.0,13.29
PTIR,hh_hl_rsi_btc,30,-15,20,1.0,19,1061007,52.6,5.59
PTIR,ma10_pull_vol,25,-20,30,1.0,4,1060187,75.0,26.53
PTIR,hammer_btc2,30,-20,45,2.0,5,1058427,60.0,10.59
IREN,vcp_engulf_btc2,30,-15,20,1.0,6,1057948,66.7,17.65
AMDL,bounce_btc1_rsi,20,-15,20,3.0,15,1056540,46.7,2.35
CONL,inside_bar_bo_btc2,15,-20,30,2.0,7,1056537,71.4,7.55
AMDL,bounce_btc1_rsi,25,-20,30,1.0,12,1056452,58.3,8.81
NVDL,engulf_btc2,25,-20,30,2.0,4,1056224,75.0,13.22
IREN,inside_bar_rsi_vol,50,-25,45,1.0,7,1055847,57.1,15.1
PTIR,gap_fill_up_btc2,30,-20,45,1.0,11,1055798,54.5,9.61
NVDL,hh_hl_btc2,20,-15,20,1.0,27,1054311,51.9,3.91
NVDL,gap_up3_btc1,60,-25,60,1.0,16,1054105,50.0,6.59
CONL,hammer_btc2,30,-20,30,2.0,4,1053485,75.0,13.18
NVDL,gap_up3_btc1,30,-20,45,1.0,19,1052598,57.9,5.55
IREN,ma20_pull_btc2,20,-20,30,1.0,11,1051131,63.6,9.57
AMDL,gap_up3_vol_btc,40,-20,45,2.0,8,1050840,37.5,6.57
IREN,doji_escape_btc_rsi,25,-15,20,1.0,6,1050351,83.3,17.52
IREN,break_52w_btc2,50,-20,45,2.0,3,1048978,66.7,17.5
AMDL,bounce_btc1_rsi,15,-20,30,1.0,14,1048693,64.3,7.5
NVDL,ma10_pull_btc2,20,-20,30,3.0,14,1048389,64.3,2.5
NVDL,ma20_pull_btc2,25,-20,30,3.0,11,1047863,72.7,3.18
NVDL,hammer_btc2,20,-15,20,2.0,4,1047203,100.0,13.1
NVDL,hammer_btc2,25,-15,20,2.0,4,1047203,100.0,13.1
MSTU,engulf_btc2,25,-15,20,2.0,3,1045726,66.7,17.45
MSTU,engulf_btc2,30,-15,20,2.0,3,1045726,66.7,17.45
AMDL,vcp_breakout_btc1,50,-20,45,3.0,6,1044624,33.3,5.81
AMDL,vcp_breakout_btc2,50,-20,45,3.0,6,1044624,33.3,5.81
CONL,doji_escape_btc2,60,-25,60,1.0,4,1043334,50.0,26.11
IREN,vcp_engulf_btc2,20,-20,30,2.0,6,1042396,66.7,8.7
IREN,engulf_vol_btc,40,-20,30,1.0,5,1041987,60.0,20.86
IREN,doji_escape_btc2,15,-20,30,2.0,4,1041787,75.0,13.04
CONL,inside_bar_rsi_vol,30,-15,20,1.0,7,1040575,57.1,14.88
CONL,vcp_breakout_btc1,15,-20,30,1.0,12,1039566,66.7,8.67
CONL,inside_bar_bo_btc1,25,-20,30,2.0,9,1039514,55.6,5.78
IREN,break_52w_vol_btc,50,-20,45,2.0,3,1039298,66.7,17.34
AMDL,ma10_pull_vol,20,-15,20,2.0,5,1038529,60.0,10.4
CONL,ma20_pull_btc2,20,-15,20,2.0,11,1037792,54.5,4.72
IREN,gap_up3_btc1,20,-15,20,1.0,38,1037460,50.0,2.73
NVDL,gap_up_btc2,15,-20,30,1.0,26,1036913,65.4,3.99
IREN,engulf_vol_btc,30,-20,45,2.0,5,1036346,60.0,10.37
PTIR,gap_up3_vol_btc,50,-20,45,1.0,4,1036016,75.0,25.93
PTIR,gap_up3_vol_btc,50,-25,45,1.0,4,1036016,75.0,25.93
PTIR,gap_up3_vol_btc,40,-20,45,1.0,4,1036016,75.0,25.93
CONL,inside_bar_bo_btc2,30,-15,20,1.0,6,1035619,66.7,17.28
CONL,engulf_btc2,15,-20,30,1.0,4,1035245,100.0,25.91
IREN,doji_escape_btc_rsi,25,-20,30,1.0,6,1034859,83.3,17.26
IREN,doji_escape_btc_rsi,30,-20,30,1.0,5,1034271,80.0,20.71
IREN,inside_bar_rsi_vol,30,-20,30,3.0,7,1033356,42.9,4.93
CONL,gap_up_btc2,50,-20,45,1.0,24,1033317,37.5,4.31
